reg;jour;res_vac_dose1;res_vac_dose2;res_couv_dose1;res_couv_dose2;res_vac_cum_dose1;res_vac_cum_dose2
24;2021-03-03;160;500;0.5;1.7;24165;18046
24;2021-03-04;209;883;0.7;2.9;24374;18929
24;2021-03-05;73;328;0.2;1.1;24447;19257
24;2021-03-06;81;36;0.3;0.1;24528;19293
24;2021-03-07;7;6;0.0;0.0;24535;19299
24;2021-03-08;119;45;0.4;0.1;24654;19344
24;2021-03-09;113;205;0.4;0.7;24767;19549
24;2021-03-10;133;303;0.4;1.0;24900;19852
24;2021-03-11;325;368;1.1;1.2;25225;20220
24;2021-03-12;207;191;0.7;0.6;25432;20411
24;2021-03-13;56;29;0.2;0.1;25488;20440
24;2021-03-14;4;1;0.0;0.0;25492;20441
27;2020-12-27;3;0;0.0;0.0;3;0
27;2020-12-29;19;0;0.1;0.0;22;0
27;2020-12-30;20;0;0.1;0.0;42;0
27;2021-01-04;7;0;0.0;0.0;49;0
27;2021-01-05;2;0;0.0;0.0;51;0
27;2021-01-06;282;0;0.8;0.0;333;0
27;2021-01-07;546;0;1.6;0.0;879;0
27;2021-01-08;323;0;1.0;0.0;1202;0
27;2021-01-09;1;0;0.0;0.0;1203;0
27;2021-01-10;1;0;0.0;0.0;1204;0
27;2021-01-11;506;0;1.5;0.0;1710;0
27;2021-01-12;1638;0;4.8;0.0;3348;0
27;2021-01-13;1271;0;3.7;0.0;4619;0
27;2021-01-14;1358;0;4.0;0.0;5977;0
27;2021-01-15;543;0;1.6;0.0;6520;0
27;2021-01-16;18;7;0.1;0.0;6538;7
27;2021-01-17;12;0;0.0;0.0;6550;7
27;2021-01-18;616;1;1.8;0.0;7166;8
27;2021-01-19;1575;23;4.6;0.1;8741;31
27;2021-01-20;1589;19;4.7;0.1;10330;50
27;2021-01-21;2437;1;7.2;0.0;12767;51
27;2021-01-22;1471;0;4.3;0.0;14238;51
27;2021-01-23;290;0;0.9;0.0;14528;51
27;2021-01-24;111;0;0.3;0.0;14639;51
27;2021-01-25;410;0;1.2;0.0;15049;51
27;2021-01-26;1789;11;5.3;0.0;16838;62
27;2021-01-27;1630;202;4.8;0.6;18468;264
27;2021-01-28;928;402;2.7;1.2;19396;666
27;2021-01-29;944;341;2.8;1.0;20340;1007
27;2021-01-30;177;64;0.5;0.2;20517;1071
27;2021-01-31;18;1;0.1;0.0;20535;1072
27;2021-02-01;206;347;0.6;1.0;20741;1419
27;2021-02-02;185;1214;0.5;3.6;20926;2633
27;2021-02-03;239;1224;0.7;3.6;21165;3857
27;2021-02-04;225;1281;0.7;3.8;21390;5138
27;2021-02-05;159;523;0.5;1.5;21549;5661
27;2021-02-06;76;3;0.2;0.0;21625;5664
27;2021-02-07;0;2;0.0;0.0;21625;5666
27;2021-02-08;70;471;0.2;1.4;21695;6137
27;2021-02-09;90;988;0.3;2.9;21785;7125
27;2021-02-10;290;1275;0.9;3.8;22075;8400
27;2021-02-11;456;2016;1.3;5.9;22531;10416
27;2021-02-12;256;1264;0.8;3.7;22787;11680
27;2021-02-13;72;177;0.2;0.5;22859;11857
27;2021-02-14;5;133;0.0;0.4;22864;11990
27;2021-02-15;85;293;0.3;0.9;22949;12283
27;2021-02-16;255;1425;0.8;4.2;23204;13708
27;2021-02-17;317;1400;0.9;4.1;23521;15108
27;2021-02-18;331;934;1.0;2.8;23852;16042
27;2021-02-19;230;814;0.7;2.4;24082;16856
27;2021-02-20;38;154;0.1;0.5;24120;17010
27;2021-02-21;0;6;0.0;0.0;24120;17016
27;2021-02-22;58;206;0.2;0.6;24178;17222
27;2021-02-23;115;251;0.3;0.7;24293;17473
27;2021-02-24;70;156;0.2;0.5;24363;17629
27;2021-02-25;83;230;0.2;0.7;24446;17859
27;2021-02-26;50;196;0.1;0.6;24496;18055
27;2021-02-27;11;69;0.0;0.2;24507;18124
27;2021-02-28;9;6;0.0;0.0;24516;18130
27;2021-03-01;55;73;0.2;0.2;24571;18203
27;2021-03-02;140;131;0.4;0.4;24711;18334
27;2021-03-03;147;170;0.4;0.5;24858;18504
27;2021-03-04;301;340;0.9;1.0;25159;18844
27;2021-03-05;187;178;0.6;0.5;25346;19022
27;2021-03-06;75;40;0.2;0.1;25421;19062
27;2021-03-07;6;5;0.0;0.0;25427;19067
27;2021-03-08;123;54;0.4;0.2;25550;19121
27;2021-03-09;257;165;0.8;0.5;25807;19286
27;2021-03-10;267;289;0.8;0.9;26074;19575
27;2021-03-11;350;282;1.0;0.8;26424;19857
27;2021-03-12;203;264;0.6;0.8;26627;20121
27;2021-03-13;67;27;0.2;0.1;26694;20148
27;2021-03-14;4;0;0.0;0.0;26698;20148
28;2020-12-29;1;0;0.0;0.0;1;0
28;2020-12-31;1;0;0.0;0.0;2;0
28;2021-01-04;1;0;0.0;0.0;3;0
28;2021-01-05;30;0;0.1;0.0;33;0
28;2021-01-06;301;0;0.9;0.0;334;0
28;2021-01-07;530;0;1.5;0.0;864;0
28;2021-01-08;601;0;1.7;0.0;1465;0
28;2021-01-09;270;0;0.8;0.0;1735;0
28;2021-01-10;10;0;0.0;0.0;1745;0
28;2021-01-11;521;0;1.5;0.0;2266;0
28;2021-01-12;1149;0;3.3;0.0;3415;0
28;2021-01-13;1365;0;3.9;0.0;4780;0
28;2021-01-14;3273;0;9.4;0.0;8053;0
28;2021-01-15;1709;0;4.9;0.0;9762;0
28;2021-01-16;513;18;1.5;0.1;10275;18
28;2021-01-17;2706;0;7.8;0.0;12981;18
28;2021-01-18;3359;0;9.7;0.0;16340;18
28;2021-01-19;1637;0;4.7;0.0;17977;18
28;2021-01-20;1458;0;4.2;0.0;19435;18
28;2021-01-21;1056;0;3.0;0.0;20491;18
28;2021-01-22;628;0;1.8;0.0;21119;18
28;2021-01-23;360;0;1.0;0.0;21479;18
28;2021-01-24;725;0;2.1;0.0;22204;18
28;2021-01-25;1781;0;5.1;0.0;23985;18
28;2021-01-26;663;99;1.9;0.3;24648;117
28;2021-01-27;228;324;0.7;0.9;24876;441
28;2021-01-28;226;329;0.6;0.9;25102;770
28;2021-01-29;198;382;0.6;1.1;25300;1152
28;2021-01-30;102;179;0.3;0.5;25402;1331
28;2021-01-31;21;0;0.1;0.0;25423;1331
28;2021-02-01;118;288;0.3;0.8;25541;1619
28;2021-02-02;162;940;0.5;2.7;25703;2559
28;2021-02-03;287;1091;0.8;3.1;25990;3650
28;2021-02-04;705;2973;2.0;8.5;26695;6623
28;2021-02-05;644;1587;1.9;4.6;27339;8210
28;2021-02-06;101;511;0.3;1.5;27440;8721
28;2021-02-07;322;1836;0.9;5.3;27762;10557
28;2021-02-08;817;3224;2.3;9.3;28579;13781
28;2021-02-09;620;1754;1.8;5.0;29199;15535
28;2021-02-10;349;1048;1.0;3.0;29548;16583
28;2021-02-11;339;1103;1.0;3.2;29887;17686
28;2021-02-12;203;461;0.6;1.3;30090;18147
28;2021-02-13;47;374;0.1;1.1;30137;18521
28;2021-02-14;58;676;0.2;1.9;30195;19197
28;2021-02-15;204;1488;0.6;4.3;30399;20685
28;2021-02-16;178;861;0.5;2.5;30577;21546
28;2021-02-17;85;189;0.2;0.5;30662;21735
28;2021-02-18;30;245;0.1;0.7;30692;21980
28;2021-02-19;93;310;0.3;0.9;30785;22290
28;2021-02-20;11;54;0.0;0.2;30796;22344
28;2021-02-21;4;6;0.0;0.0;30800;22350
28;2021-02-22;28;244;0.1;0.7;30828;22594
28;2021-02-23;53;140;0.2;0.4;30881;22734
28;2021-02-24;130;281;0.4;0.8;31011;23015
28;2021-02-25;159;745;0.5;2.1;31170;23760
28;2021-02-26;100;464;0.3;1.3;31270;24224
28;2021-02-27;77;65;0.2;0.2;31347;24289
28;2021-02-28;14;112;0.0;0.3;31361;24401
28;2021-03-01;84;950;0.2;2.7;31445;25351
28;2021-03-02;126;582;0.4;1.7;31571;25933
28;2021-03-03;179;243;0.5;0.7;31750;26176
28;2021-03-04;179;225;0.5;0.6;31929;26401
28;2021-03-05;391;189;1.1;0.5;32320;26590
28;2021-03-06;381;18;1.1;0.1;32701;26608
28;2021-03-07;109;14;0.3;0.0;32810;26622
28;2021-03-08;75;184;0.2;0.5;32885;26806
28;2021-03-09;115;149;0.3;0.4;33000;26955
28;2021-03-10;125;80;0.4;0.2;33125;27035
28;2021-03-11;196;81;0.6;0.2;33321;27116
28;2021-03-12;217;115;0.6;0.3;33538;27231
28;2021-03-13;63;3;0.2;0.0;33601;27234
28;2021-03-14;2;0;0.0;0.0;33603;27234
32;2020-12-28;25;0;0.1;0.0;25;0
32;2020-12-29;11;0;0.0;0.0;36;0
32;2021-01-04;37;0;0.1;0.0;73;0
32;2021-01-05;87;0;0.2;0.0;160;0
32;2021-01-06;288;0;0.6;0.0;448;0
32;2021-01-07;692;0;1.4;0.0;1140;0
32;2021-01-08;875;0;1.8;0.0;2015;0
32;2021-01-09;4;0;0.0;0.0;2019;0
32;2021-01-10;7;0;0.0;0.0;2026;0
32;2021-01-11;442;0;0.9;0.0;2468;0
32;2021-01-12;913;0;1.9;0.0;3381;0
32;2021-01-13;655;0;1.3;0.0;4036;0
32;2021-01-14;645;0;1.3;0.0;4681;0
32;2021-01-15;657;0;1.3;0.0;5338;0
32;2021-01-16;12;5;0.0;0.0;5350;5
32;2021-01-17;6;0;0.0;0.0;5356;5
32;2021-01-18;497;0;1.0;0.0;5853;5
32;2021-01-19;1070;25;2.2;0.1;6923;30
32;2021-01-20;1812;7;3.7;0.0;8735;37
32;2021-01-21;2946;5;6.0;0.0;11681;42
32;2021-01-22;1220;0;2.5;0.0;12901;42
32;2021-01-23;581;0;1.2;0.0;13482;42
32;2021-01-24;703;0;1.4;0.0;14185;42
32;2021-01-25;960;34;2.0;0.1;15145;76
32;2021-01-26;908;12;1.8;0.0;16053;88
32;2021-01-27;1088;59;2.2;0.1;17141;147
32;2021-01-28;4875;813;9.9;1.7;22016;960
32;2021-01-29;1907;631;3.9;1.3;23923;1591
32;2021-01-30;154;2;0.3;0.0;24077;1593
32;2021-01-31;28;57;0.1;0.1;24105;1650
32;2021-02-01;58;342;0.1;0.7;24163;1992
32;2021-02-02;508;692;1.0;1.4;24671;2684
32;2021-02-03;2870;584;5.8;1.2;27541;3268
32;2021-02-04;2015;717;4.1;1.5;29556;3985
32;2021-02-05;616;647;1.3;1.3;30172;4632
32;2021-02-06;46;6;0.1;0.0;30218;4638
32;2021-02-07;21;0;0.0;0.0;30239;4638
32;2021-02-08;76;254;0.2;0.5;30315;4892
32;2021-02-09;166;796;0.3;1.6;30481;5688
32;2021-02-10;341;1436;0.7;2.9;30822;7124
32;2021-02-11;769;2336;1.6;4.8;31591;9460
32;2021-02-12;512;1052;1.0;2.1;32103;10512
32;2021-02-13;96;524;0.2;1.1;32199;11036
32;2021-02-14;47;463;0.1;0.9;32246;11499
32;2021-02-15;180;946;0.4;1.9;32426;12445
32;2021-02-16;242;732;0.5;1.5;32668;13177
32;2021-02-17;411;1077;0.8;2.2;33079;14254
32;2021-02-18;1105;4131;2.2;8.4;34184;18385
32;2021-02-19;1034;2022;2.1;4.1;35218;20407
32;2021-02-20;104;148;0.2;0.3;35322;20555
32;2021-02-21;23;35;0.0;0.1;35345;20590
32;2021-02-22;178;146;0.4;0.3;35523;20736
32;2021-02-23;299;658;0.6;1.3;35822;21394
32;2021-02-24;588;2599;1.2;5.3;36410;23993
32;2021-02-25;785;1943;1.6;4.0;37195;25936
32;2021-02-26;492;510;1.0;1.0;37687;26446
32;2021-02-27;73;3;0.1;0.0;37760;26449
