reg;jour;res_vac_dose1;res_vac_dose2;res_couv_dose1;res_couv_dose2;res_vac_cum_dose1;res_vac_cum_dose2
32;2021-02-28;0;3;0.0;0.0;37760;26452
32;2021-03-01;94;23;0.2;0.0;37854;26475
32;2021-03-02;299;95;0.6;0.2;38153;26570
32;2021-03-03;288;265;0.6;0.5;38441;26835
32;2021-03-04;238;651;0.5;1.3;38679;27486
32;2021-03-05;284;396;0.6;0.8;38963;27882
32;2021-03-06;437;49;0.9;0.1;39400;27931
32;2021-03-07;177;36;0.4;0.1;39577;27967
32;2021-03-08;151;123;0.3;0.3;39728;28090
32;2021-03-09;269;153;0.5;0.3;39997;28243
32;2021-03-10;444;359;0.9;0.7;40441;28602
32;2021-03-11;472;1074;1.0;2.2;40913;29676
32;2021-03-12;352;541;0.7;1.1;41265;30217
32;2021-03-13;460;58;0.9;0.1;41725;30275
32;2021-03-14;275;32;0.6;0.1;42000;30307
44;2020-12-31;1;0;0.0;0.0;1;0
44;2021-01-04;40;0;0.1;0.0;41;0
44;2021-01-05;75;0;0.1;0.0;116;0
44;2021-01-06;56;0;0.1;0.0;172;0
44;2021-01-07;602;0;1.1;0.0;774;0
44;2021-01-08;637;0;1.2;0.0;1411;0
44;2021-01-09;236;0;0.4;0.0;1647;0
44;2021-01-10;3;0;0.0;0.0;1650;0
44;2021-01-11;338;0;0.6;0.0;1988;0
44;2021-01-12;1241;0;2.3;0.0;3229;0
44;2021-01-13;2271;0;4.2;0.0;5500;0
44;2021-01-14;3195;0;6.0;0.0;8695;0
44;2021-01-15;1065;0;2.0;0.0;9760;0
44;2021-01-16;336;18;0.6;0.0;10096;18
44;2021-01-17;389;0;0.7;0.0;10485;18
44;2021-01-18;2097;1;3.9;0.0;12582;19
44;2021-01-19;2218;0;4.1;0.0;14800;19
44;2021-01-20;2139;0;4.0;0.0;16939;19
44;2021-01-21;2491;0;4.7;0.0;19430;19
44;2021-01-22;1354;1;2.5;0.0;20784;20
44;2021-01-23;242;0;0.5;0.0;21026;20
44;2021-01-24;865;0;1.6;0.0;21891;20
44;2021-01-25;1258;5;2.4;0.0;23149;25
44;2021-01-26;802;38;1.5;0.1;23951;63
44;2021-01-27;1544;73;2.9;0.1;25495;136
44;2021-01-28;2312;549;4.3;1.0;27807;685
44;2021-01-29;1025;483;1.9;0.9;28832;1168
44;2021-01-30;384;166;0.7;0.3;29216;1334
44;2021-01-31;645;0;1.2;0.0;29861;1334
44;2021-02-01;1863;369;3.5;0.7;31724;1703
44;2021-02-02;1130;1273;2.1;2.4;32854;2976
44;2021-02-03;672;1774;1.3;3.3;33526;4750
44;2021-02-04;975;2822;1.8;5.3;34501;7572
44;2021-02-05;705;998;1.3;1.9;35206;8570
44;2021-02-06;193;302;0.4;0.6;35399;8872
44;2021-02-07;51;365;0.1;0.7;35450;9237
44;2021-02-08;392;1445;0.7;2.7;35842;10682
44;2021-02-09;670;1834;1.3;3.4;36512;12516
44;2021-02-10;684;1887;1.3;3.5;37196;14403
44;2021-02-11;679;2469;1.3;4.6;37875;16872
44;2021-02-12;423;1083;0.8;2.0;38298;17955
44;2021-02-13;134;184;0.3;0.3;38432;18139
44;2021-02-14;125;737;0.2;1.4;38557;18876
44;2021-02-15;430;1117;0.8;2.1;38987;19993
44;2021-02-16;313;837;0.6;1.6;39300;20830
44;2021-02-17;381;1587;0.7;3.0;39681;22417
44;2021-02-18;712;2192;1.3;4.1;40393;24609
44;2021-02-19;434;773;0.8;1.4;40827;25382
44;2021-02-20;79;364;0.1;0.7;40906;25746
44;2021-02-21;95;652;0.2;1.2;41001;26398
44;2021-02-22;353;1619;0.7;3.0;41354;28017
44;2021-02-23;317;999;0.6;1.9;41671;29016
44;2021-02-24;334;613;0.6;1.1;42005;29629
44;2021-02-25;298;760;0.6;1.4;42303;30389
44;2021-02-26;304;641;0.6;1.2;42607;31030
44;2021-02-27;251;166;0.5;0.3;42858;31196
44;2021-02-28;37;14;0.1;0.0;42895;31210
44;2021-03-01;169;423;0.3;0.8;43064;31633
44;2021-03-02;239;600;0.4;1.1;43303;32233
44;2021-03-03;301;610;0.6;1.1;43604;32843
44;2021-03-04;450;698;0.8;1.3;44054;33541
44;2021-03-05;271;264;0.5;0.5;44325;33805
44;2021-03-06;296;14;0.6;0.0;44621;33819
44;2021-03-07;85;75;0.2;0.1;44706;33894
44;2021-03-08;349;344;0.7;0.6;45055;34238
44;2021-03-09;228;225;0.4;0.4;45283;34463
44;2021-03-10;434;406;0.8;0.8;45717;34869
44;2021-03-11;563;560;1.1;1.0;46280;35429
44;2021-03-12;458;250;0.9;0.5;46738;35679
44;2021-03-13;491;47;0.9;0.1;47229;35726
44;2021-03-14;59;62;0.1;0.1;47288;35788
52;2021-01-01;1;0;0.0;0.0;1;0
52;2021-01-04;2;0;0.0;0.0;3;0
52;2021-01-05;104;0;0.2;0.0;107;0
52;2021-01-06;136;0;0.3;0.0;243;0
52;2021-01-07;214;0;0.5;0.0;457;0
52;2021-01-08;438;0;0.9;0.0;895;0
52;2021-01-09;3;0;0.0;0.0;898;0
52;2021-01-10;1;0;0.0;0.0;899;0
52;2021-01-11;232;0;0.5;0.0;1131;0
52;2021-01-12;943;0;2.0;0.0;2074;0
52;2021-01-13;634;0;1.3;0.0;2708;0
52;2021-01-14;566;0;1.2;0.0;3274;0
52;2021-01-15;651;0;1.4;0.0;3925;0
52;2021-01-16;31;1;0.1;0.0;3956;1
52;2021-01-18;496;0;1.0;0.0;4452;1
52;2021-01-19;2171;0;4.6;0.0;6623;1
52;2021-01-20;3869;0;8.1;0.0;10492;1
52;2021-01-21;6392;0;13.5;0.0;16884;1
52;2021-01-22;2371;2;5.0;0.0;19255;3
52;2021-01-23;62;0;0.1;0.0;19317;3
52;2021-01-24;4;0;0.0;0.0;19321;3
52;2021-01-25;355;0;0.7;0.0;19676;3
52;2021-01-26;2735;137;5.8;0.3;22411;140
52;2021-01-27;3561;60;7.5;0.1;25972;200
52;2021-01-28;5066;117;10.7;0.2;31038;317
52;2021-01-29;2145;164;4.5;0.3;33183;481
52;2021-01-30;100;0;0.2;0.0;33283;481
52;2021-01-31;8;0;0.0;0.0;33291;481
52;2021-02-01;295;278;0.6;0.6;33586;759
52;2021-02-02;284;805;0.6;1.7;33870;1564
52;2021-02-03;280;720;0.6;1.5;34150;2284
52;2021-02-04;170;571;0.4;1.2;34320;2855
52;2021-02-05;152;694;0.3;1.5;34472;3549
52;2021-02-06;49;41;0.1;0.1;34521;3590
52;2021-02-08;105;285;0.2;0.6;34626;3875
52;2021-02-09;476;1720;1.0;3.6;35102;5595
52;2021-02-10;633;3085;1.3;6.5;35735;8680
52;2021-02-11;1499;6427;3.2;13.5;37234;15107
52;2021-02-12;844;2045;1.8;4.3;38078;17152
52;2021-02-13;55;115;0.1;0.2;38133;17267
52;2021-02-14;7;8;0.0;0.0;38140;17275
52;2021-02-15;113;270;0.2;0.6;38253;17545
52;2021-02-16;497;2275;1.0;4.8;38750;19820
52;2021-02-17;652;2974;1.4;6.3;39402;22794
52;2021-02-18;1401;5129;2.9;10.8;40803;27923
52;2021-02-19;753;2140;1.6;4.5;41556;30063
52;2021-02-20;50;67;0.1;0.1;41606;30130
52;2021-02-21;1;8;0.0;0.0;41607;30138
52;2021-02-22;206;334;0.4;0.7;41813;30472
52;2021-02-23;199;202;0.4;0.4;42012;30674
52;2021-02-24;126;205;0.3;0.4;42138;30879
52;2021-02-25;258;150;0.5;0.3;42396;31029
52;2021-02-26;214;131;0.5;0.3;42610;31160
52;2021-02-27;16;37;0.0;0.1;42626;31197
52;2021-02-28;3;5;0.0;0.0;42629;31202
52;2021-03-01;34;64;0.1;0.1;42663;31266
52;2021-03-02;185;426;0.4;0.9;42848;31692
52;2021-03-03;162;407;0.3;0.9;43010;32099
52;2021-03-04;343;1244;0.7;2.6;43353;33343
52;2021-03-05;284;743;0.6;1.6;43637;34086
52;2021-03-06;39;36;0.1;0.1;43676;34122
52;2021-03-07;7;0;0.0;0.0;43683;34122
52;2021-03-08;117;58;0.2;0.1;43800;34180
52;2021-03-09;296;406;0.6;0.9;44096;34586
52;2021-03-10;359;610;0.8;1.3;44455;35196
52;2021-03-11;550;1141;1.2;2.4;45005;36337
52;2021-03-12;267;607;0.6;1.3;45272;36944
52;2021-03-13;47;4;0.1;0.0;45319;36948
52;2021-03-14;1;1;0.0;0.0;45320;36949
53;2021-01-04;31;0;0.1;0.0;31;0
53;2021-01-05;115;0;0.3;0.0;146;0
53;2021-01-06;103;0;0.2;0.0;249;0
53;2021-01-07;169;0;0.4;0.0;418;0
53;2021-01-08;132;0;0.3;0.0;550;0
53;2021-01-09;2;0;0.0;0.0;552;0
53;2021-01-10;1;0;0.0;0.0;553;0
53;2021-01-11;412;0;1.0;0.0;965;0
53;2021-01-12;1354;0;3.2;0.0;2319;0
53;2021-01-13;1330;0;3.2;0.0;3649;0
53;2021-01-14;947;0;2.3;0.0;4596;0
53;2021-01-15;639;0;1.5;0.0;5235;0
53;2021-01-16;25;7;0.1;0.0;5260;7
53;2021-01-17;26;0;0.1;0.0;5286;7
53;2021-01-18;446;0;1.1;0.0;5732;7
53;2021-01-19;4213;0;10.0;0.0;9945;7
53;2021-01-20;3089;0;7.4;0.0;13034;7
53;2021-01-21;5766;0;13.7;0.0;18800;7
53;2021-01-22;2305;0;5.5;0.0;21105;7
53;2021-01-23;236;0;0.6;0.0;21341;7
53;2021-01-24;20;0;0.0;0.0;21361;7
53;2021-01-25;303;27;0.7;0.1;21664;34
53;2021-01-26;349;109;0.8;0.3;22013;143
53;2021-01-27;2592;101;6.2;0.2;24605;244
53;2021-01-28;2403;100;5.7;0.2;27008;344
53;2021-01-29;833;41;2.0;0.1;27841;385
53;2021-01-30;48;0;0.1;0.0;27889;385
53;2021-01-31;14;0;0.0;0.0;27903;385
53;2021-02-01;124;336;0.3;0.8;28027;721
53;2021-02-02;255;1204;0.6;2.9;28282;1925
53;2021-02-03;267;1112;0.6;2.7;28549;3037
53;2021-02-04;2971;1083;7.1;2.6;31520;4120
53;2021-02-05;1442;519;3.4;1.2;32962;4639
53;2021-02-06;199;35;0.5;0.1;33161;4674
53;2021-02-07;91;25;0.2;0.1;33252;4699
53;2021-02-08;40;241;0.1;0.6;33292;4940
53;2021-02-09;749;3517;1.8;8.4;34041;8457
53;2021-02-10;524;2861;1.2;6.8;34565;11318
53;2021-02-11;1106;5189;2.6;12.4;35671;16507
53;2021-02-12;769;1940;1.8;4.6;36440;18447
53;2021-02-13;140;94;0.3;0.2;36580;18541
53;2021-02-14;2;3;0.0;0.0;36582;18544
53;2021-02-15;63;295;0.2;0.7;36645;18839
53;2021-02-16;145;369;0.3;0.9;36790;19208
53;2021-02-17;337;2234;0.8;5.3;37127;21442
53;2021-02-18;515;2259;1.2;5.4;37642;23701
53;2021-02-19;434;865;1.0;2.1;38076;24566
53;2021-02-20;26;8;0.1;0.0;38102;24574
53;2021-02-21;5;6;0.0;0.0;38107;24580
53;2021-02-22;56;59;0.1;0.1;38163;24639
53;2021-02-23;172;151;0.4;0.4;38335;24790
53;2021-02-24;285;296;0.7;0.7;38620;25086
53;2021-02-25;597;2900;1.4;6.9;39217;27986
53;2021-02-26;393;972;0.9;2.3;39610;28958
53;2021-02-27;59;234;0.1;0.6;39669;29192
53;2021-02-28;13;77;0.0;0.2;39682;29269
53;2021-03-01;73;43;0.2;0.1;39755;29312
53;2021-03-02;133;693;0.3;1.7;39888;30005
53;2021-03-03;102;328;0.2;0.8;39990;30333
53;2021-03-04;314;942;0.7;2.2;40304;31275
53;2021-03-05;238;805;0.6;1.9;40542;32080
53;2021-03-06;28;63;0.1;0.2;40570;32143
53;2021-03-07;7;3;0.0;0.0;40577;32146
53;2021-03-08;59;41;0.1;0.1;40636;32187
53;2021-03-09;115;47;0.3;0.1;40751;32234
53;2021-03-10;149;247;0.4;0.6;40900;32481
53;2021-03-11;249;431;0.6;1.0;41149;32912
53;2021-03-12;201;187;0.5;0.4;41350;33099
53;2021-03-13;43;3;0.1;0.0;41393;33102
53;2021-03-14;3;1;0.0;0.0;41396;33103
75;2020-12-28;1;0;0.0;0.0;1;0
75;2020-12-29;2;0;0.0;0.0;3;0
75;2020-12-30;1;0;0.0;0.0;4;0
75;2021-01-04;11;0;0.0;0.0;15;0
75;2021-01-05;40;0;0.1;0.0;55;0
75;2021-01-06;175;0;0.2;0.0;230;0
75;2021-01-07;1680;0;2.3;0.0;1910;0
75;2021-01-08;1361;0;1.9;0.0;3271;0
75;2021-01-09;203;0;0.3;0.0;3474;0
75;2021-01-10;154;0;0.2;0.0;3628;0
75;2021-01-11;474;0;0.7;0.0;4102;0
75;2021-01-12;1939;0;2.7;0.0;6041;0
75;2021-01-13;2018;0;2.8;0.0;8059;0
75;2021-01-14;2346;0;3.2;0.0;10405;0
75;2021-01-15;1449;0;2.0;0.0;11854;0
75;2021-01-16;73;16;0.1;0.0;11927;16
75;2021-01-17;16;1;0.0;0.0;11943;17
75;2021-01-18;975;0;1.3;0.0;12918;17
75;2021-01-19;4599;0;6.3;0.0;17517;17
75;2021-01-20;4956;0;6.8;0.0;22473;17
75;2021-01-21;5509;1;7.6;0.0;27982;18
75;2021-01-22;2719;0;3.7;0.0;30701;18
75;2021-01-23;384;0;0.5;0.0;31085;18
75;2021-01-24;12;1;0.0;0.0;31097;19
75;2021-01-25;829;16;1.1;0.0;31926;35
75;2021-01-26;2504;149;3.4;0.2;34430;184
75;2021-01-27;3118;189;4.3;0.3;37548;373
75;2021-01-28;3433;1378;4.7;1.9;40981;1751
75;2021-01-29;1457;856;2.0;1.2;42438;2607
75;2021-01-30;124;104;0.2;0.1;42562;2711
75;2021-01-31;62;186;0.1;0.3;42624;2897
75;2021-02-01;391;334;0.5;0.5;43015;3231
75;2021-02-02;2509;1700;3.4;2.3;45524;4931
75;2021-02-03;2574;1294;3.5;1.8;48098;6225
75;2021-02-04;3358;1994;4.6;2.7;51456;8219
75;2021-02-05;1158;1293;1.6;1.8;52614;9512
75;2021-02-06;148;50;0.2;0.1;52762;9562
75;2021-02-07;17;2;0.0;0.0;52779;9564
75;2021-02-08;267;604;0.4;0.8;53046;10168
75;2021-02-09;978;4111;1.3;5.6;54024;14279
75;2021-02-10;922;4154;1.3;5.7;54946;18433
75;2021-02-11;1398;5104;1.9;7.0;56344;23537
75;2021-02-12;1008;2628;1.4;3.6;57352;26165
75;2021-02-13;161;327;0.2;0.4;57513;26492
75;2021-02-14;29;10;0.0;0.0;57542;26502
75;2021-02-15;133;516;0.2;0.7;57675;27018
75;2021-02-16;579;2126;0.8;2.9;58254;29144
75;2021-02-17;742;2860;1.0;3.9;58996;32004
75;2021-02-18;805;3349;1.1;4.6;59801;35353
75;2021-02-19;572;1355;0.8;1.9;60373;36708
75;2021-02-20;35;143;0.0;0.2;60408;36851
75;2021-02-21;4;13;0.0;0.0;60412;36864
75;2021-02-22;168;429;0.2;0.6;60580;37293
75;2021-02-23;625;2257;0.9;3.1;61205;39550
75;2021-02-24;639;2319;0.9;3.2;61844;41869
75;2021-02-25;878;2951;1.2;4.1;62722;44820
75;2021-02-26;573;1121;0.8;1.5;63295;45941
75;2021-02-27;51;86;0.1;0.1;63346;46027
75;2021-02-28;11;16;0.0;0.0;63357;46043
75;2021-03-01;118;208;0.2;0.3;63475;46251
75;2021-03-02;329;713;0.5;1.0;63804;46964
75;2021-03-03;358;792;0.5;1.1;64162;47756
75;2021-03-04;414;1041;0.6;1.4;64576;48797
75;2021-03-05;414;826;0.6;1.1;64990;49623
75;2021-03-06;208;40;0.3;0.1;65198;49663
75;2021-03-07;40;21;0.1;0.0;65238;49684
75;2021-03-08;232;91;0.3;0.1;65470;49775
75;2021-03-09;434;440;0.6;0.6;65904;50215
75;2021-03-10;523;621;0.7;0.9;66427;50836
75;2021-03-11;421;731;0.6;1.0;66848;51567
75;2021-03-12;535;375;0.7;0.5;67383;51942
75;2021-03-13;102;18;0.1;0.0;67485;51960
75;2021-03-14;11;0;0.0;0.0;67496;51960
76;2020-12-31;1;0;0.0;0.0;1;0
76;2021-01-04;32;0;0.1;0.0;33;0
76;2021-01-05;193;0;0.3;0.0;226;0
76;2021-01-06;98;0;0.2;0.0;324;0
76;2021-01-07;1211;0;2.0;0.0;1535;0
76;2021-01-08;652;0;1.1;0.0;2187;0
76;2021-01-09;9;0;0.0;0.0;2196;0
76;2021-01-10;1;0;0.0;0.0;2197;0
76;2021-01-11;387;0;0.6;0.0;2584;0
76;2021-01-12;1272;0;2.1;0.0;3856;0
76;2021-01-13;1480;0;2.4;0.0;5336;0
76;2021-01-14;2923;0;4.7;0.0;8259;0
76;2021-01-15;1277;0;2.1;0.0;9536;0
76;2021-01-16;84;18;0.1;0.0;9620;18
76;2021-01-17;21;0;0.0;0.0;9641;18
76;2021-01-18;666;0;1.1;0.0;10307;18
76;2021-01-19;2551;0;4.1;0.0;12858;18
76;2021-01-20;3973;1;6.4;0.0;16831;19
76;2021-01-21;6028;0;9.7;0.0;22859;19
76;2021-01-22;2113;0;3.4;0.0;24972;19
76;2021-01-23;251;0;0.4;0.0;25223;19
76;2021-01-24;25;0;0.0;0.0;25248;19
76;2021-01-25;514;11;0.8;0.0;25762;30
76;2021-01-26;1550;96;2.5;0.2;27312;126
76;2021-01-27;2127;133;3.4;0.2;29439;259
76;2021-01-28;2041;954;3.3;1.5;31480;1213
76;2021-01-29;975;689;1.6;1.1;32455;1902
76;2021-01-30;220;50;0.4;0.1;32675;1952
76;2021-01-31;29;1;0.0;0.0;32704;1953
76;2021-02-01;448;363;0.7;0.6;33152;2316
76;2021-02-02;3070;1012;5.0;1.6;36222;3328
76;2021-02-03;2593;1219;4.2;2.0;38815;4547
76;2021-02-04;2795;2453;4.5;4.0;41610;7000
76;2021-02-05;1387;1278;2.2;2.1;42997;8278
76;2021-02-06;180;25;0.3;0.0;43177;8303
76;2021-02-07;4;10;0.0;0.0;43181;8313
76;2021-02-08;281;321;0.5;0.5;43462;8634
76;2021-02-09;710;2031;1.1;3.3;44172;10665
76;2021-02-10;1152;3668;1.9;5.9;45324;14333
76;2021-02-11;1592;5202;2.6;8.4;46916;19535
76;2021-02-12;1049;2133;1.7;3.4;47965;21668
76;2021-02-13;164;53;0.3;0.1;48129;21721
76;2021-02-14;14;56;0.0;0.1;48143;21777
76;2021-02-15;159;327;0.3;0.5;48302;22104
76;2021-02-16;391;1259;0.6;2.0;48693;23363
76;2021-02-17;511;1991;0.8;3.2;49204;25354
76;2021-02-18;745;1691;1.2;2.7;49949;27045
76;2021-02-19;371;944;0.6;1.5;50320;27989
76;2021-02-20;38;108;0.1;0.2;50358;28097
76;2021-02-21;8;14;0.0;0.0;50366;28111
76;2021-02-22;151;396;0.2;0.6;50517;28507
76;2021-02-23;530;2760;0.9;4.5;51047;31267
76;2021-02-24;623;2583;1.0;4.2;51670;33850
76;2021-02-25;835;2602;1.3;4.2;52505;36452
76;2021-02-26;580;1238;0.9;2.0;53085;37690
76;2021-02-27;66;182;0.1;0.3;53151;37872
76;2021-02-28;8;11;0.0;0.0;53159;37883
76;2021-03-01;78;261;0.1;0.4;53237;38144
76;2021-03-02;131;605;0.2;1.0;53368;38749
76;2021-03-03;180;987;0.3;1.6;53548;39736
76;2021-03-04;419;1363;0.7;2.2;53967;41099
76;2021-03-05;328;949;0.5;1.5;54295;42048
76;2021-03-06;170;88;0.3;0.1;54465;42136
76;2021-03-07;125;8;0.2;0.0;54590;42144
76;2021-03-08;165;168;0.3;0.3;54755;42312
76;2021-03-09;217;349;0.4;0.6;54972;42661
76;2021-03-10;401;580;0.6;0.9;55373;43241
76;2021-03-11;446;544;0.7;0.9;55819;43785
76;2021-03-12;463;176;0.7;0.3;56282;43961
76;2021-03-13;122;12;0.2;0.0;56404;43973
76;2021-03-14;4;7;0.0;0.0;56408;43980
84;2020-12-28;6;0;0.0;0.0;6;0
84;2020-12-29;5;0;0.0;0.0;11;0
84;2020-12-30;5;0;0.0;0.0;16;0
84;2020-12-31;10;0;0.0;0.0;26;0
84;2021-01-04;55;0;0.1;0.0;81;0
84;2021-01-05;78;0;0.1;0.0;159;0
84;2021-01-06;242;0;0.3;0.0;401;0
84;2021-01-07;737;0;0.9;0.0;1138;0
84;2021-01-08;609;0;0.8;0.0;1747;0
84;2021-01-09;117;0;0.1;0.0;1864;0
84;2021-01-11;421;0;0.5;0.0;2285;0
84;2021-01-12;1090;0;1.4;0.0;3375;0
84;2021-01-13;981;0;1.2;0.0;4356;0
84;2021-01-14;1545;0;1.9;0.0;5901;0
84;2021-01-15;856;0;1.1;0.0;6757;0
84;2021-01-16;99;6;0.1;0.0;6856;6
84;2021-01-17;29;0;0.0;0.0;6885;6
84;2021-01-18;929;6;1.2;0.0;7814;12
84;2021-01-19;4378;5;5.5;0.0;12192;17
84;2021-01-20;4330;5;5.5;0.0;16522;22
84;2021-01-21;3590;7;4.5;0.0;20112;29
84;2021-01-22;1948;0;2.5;0.0;22060;29
84;2021-01-23;272;0;0.3;0.0;22332;29
84;2021-01-24;16;0;0.0;0.0;22348;29
84;2021-01-25;768;27;1.0;0.0;23116;56
84;2021-01-26;1989;131;2.5;0.2;25105;187
84;2021-01-27;2288;157;2.9;0.2;27393;344
84;2021-01-28;3087;625;3.9;0.8;30480;969
84;2021-01-29;1440;275;1.8;0.3;31920;1244
84;2021-01-30;203;121;0.3;0.2;32123;1365
84;2021-01-31;31;0;0.0;0.0;32154;1365
84;2021-02-01;696;264;0.9;0.3;32850;1629
84;2021-02-02;3133;893;3.9;1.1;35983;2522
84;2021-02-03;4176;686;5.3;0.9;40159;3208
84;2021-02-04;4271;1345;5.4;1.7;44430;4553
84;2021-02-05;1622;890;2.0;1.1;46052;5443
84;2021-02-06;148;62;0.2;0.1;46200;5505
84;2021-02-07;45;21;0.1;0.0;46245;5526
84;2021-02-08;401;599;0.5;0.8;46646;6125
84;2021-02-09;1111;3496;1.4;4.4;47757;9621
84;2021-02-10;1468;3613;1.8;4.6;49225;13234
84;2021-02-11;1662;3316;2.1;4.2;50887;16550
84;2021-02-12;1005;1813;1.3;2.3;51892;18363
84;2021-02-13;71;58;0.1;0.1;51963;18421
84;2021-02-14;4;13;0.0;0.0;51967;18434
84;2021-02-15;229;540;0.3;0.7;52196;18974
84;2021-02-16;512;1651;0.6;2.1;52708;20625
84;2021-02-17;756;2072;1.0;2.6;53464;22697
84;2021-02-18;859;2658;1.1;3.3;54323;25355
84;2021-02-19;720;1509;0.9;1.9;55043;26864
84;2021-02-20;59;110;0.1;0.1;55102;26974
84;2021-02-21;5;20;0.0;0.0;55107;26994
84;2021-02-22;212;492;0.3;0.6;55319;27486
84;2021-02-23;1021;2776;1.3;3.5;56340;30262
84;2021-02-24;1133;3231;1.4;4.1;57473;33493
84;2021-02-25;1655;3570;2.1;4.5;59128;37063
84;2021-02-26;890;1059;1.1;1.3;60018;38122
84;2021-02-27;93;31;0.1;0.0;60111;38153
84;2021-02-28;10;16;0.0;0.0;60121;38169
84;2021-03-01;117;343;0.1;0.4;60238;38512
84;2021-03-02;599;951;0.8;1.2;60837;39463
84;2021-03-03;487;1130;0.6;1.4;61324;40593
84;2021-03-04;584;1345;0.7;1.7;61908;41938
84;2021-03-05;525;631;0.7;0.8;62433;42569
84;2021-03-06;174;56;0.2;0.1;62607;42625
84;2021-03-07;230;12;0.3;0.0;62837;42637
84;2021-03-08;146;216;0.2;0.3;62983;42853
84;2021-03-09;322;330;0.4;0.4;63305;43183
84;2021-03-10;475;588;0.6;0.7;63780;43771
84;2021-03-11;668;717;0.8;0.9;64448;44488
84;2021-03-12;351;474;0.4;0.6;64799;44962
84;2021-03-13;136;5;0.2;0.0;64935;44967
84;2021-03-14;27;7;0.0;0.0;64962;44974
93;2020-12-30;3;0;0.0;0.0;3;0
93;2020-12-31;16;0;0.0;0.0;19;0
93;2021-01-01;1;0;0.0;0.0;20;0
93;2021-01-02;2;0;0.0;0.0;22;0
93;2021-01-04;40;0;0.1;0.0;62;0
93;2021-01-05;21;0;0.0;0.0;83;0
93;2021-01-06;104;0;0.2;0.0;187;0
93;2021-01-07;352;0;0.7;0.0;539;0
93;2021-01-08;306;0;0.7;0.0;845;0
93;2021-01-09;50;0;0.1;0.0;895;0
93;2021-01-10;1;0;0.0;0.0;896;0
93;2021-01-11;431;0;0.9;0.0;1327;0
93;2021-01-12;1672;0;3.6;0.0;2999;0
93;2021-01-13;706;0;1.5;0.0;3705;0
93;2021-01-14;980;0;2.1;0.0;4685;0
93;2021-01-15;276;0;0.6;0.0;4961;0
93;2021-01-16;24;9;0.1;0.0;4985;9
93;2021-01-17;7;1;0.0;0.0;4992;10
93;2021-01-18;878;1;1.9;0.0;5870;11
93;2021-01-19;4781;1;10.2;0.0;10651;12
93;2021-01-20;2345;2;5.0;0.0;12996;14
93;2021-01-21;1913;7;4.1;0.0;14909;21
93;2021-01-22;727;0;1.5;0.0;15636;21
93;2021-01-23;59;0;0.1;0.0;15695;21
93;2021-01-24;41;0;0.1;0.0;15736;21
93;2021-01-25;520;16;1.1;0.0;16256;37
93;2021-01-26;1784;0;3.8;0.0;18040;37
93;2021-01-27;1455;45;3.1;0.1;19495;82
93;2021-01-28;4120;199;8.8;0.4;23615;281
93;2021-01-29;1654;176;3.5;0.4;25269;457
93;2021-01-30;134;2;0.3;0.0;25403;459
93;2021-01-31;19;0;0.0;0.0;25422;459
93;2021-02-01;211;260;0.4;0.6;25633;719
93;2021-02-02;514;513;1.1;1.1;26147;1232
93;2021-02-03;420;326;0.9;0.7;26567;1558
93;2021-02-04;495;937;1.1;2.0;27062;2495
93;2021-02-05;517;1061;1.1;2.3;27579;3556
93;2021-02-06;91;170;0.2;0.4;27670;3726
93;2021-02-07;3;9;0.0;0.0;27673;3735
93;2021-02-08;389;511;0.8;1.1;28062;4246
93;2021-02-09;1355;3742;2.9;8.0;29417;7988
93;2021-02-10;998;2118;2.1;4.5;30415;10106
93;2021-02-11;1239;1795;2.6;3.8;31654;11901
93;2021-02-12;748;708;1.6;1.5;32402;12609
93;2021-02-13;159;35;0.3;0.1;32561;12644
93;2021-02-14;10;22;0.0;0.0;32571;12666
93;2021-02-15;226;397;0.5;0.8;32797;13063
93;2021-02-16;266;1518;0.6;3.2;33063;14581
93;2021-02-17;433;1316;0.9;2.8;33496;15897
93;2021-02-18;1123;3823;2.4;8.1;34619;19720
93;2021-02-19;888;1631;1.9;3.5;35507;21351
93;2021-02-20;33;133;0.1;0.3;35540;21484
93;2021-02-21;8;32;0.0;0.1;35548;21516
93;2021-02-22;220;257;0.5;0.5;35768;21773
93;2021-02-23;139;289;0.3;0.6;35907;22062
93;2021-02-24;146;381;0.3;0.8;36053;22443
93;2021-02-25;240;417;0.5;0.9;36293;22860
93;2021-02-26;222;223;0.5;0.5;36515;23083
93;2021-02-27;36;86;0.1;0.2;36551;23169
93;2021-02-28;4;2;0.0;0.0;36555;23171
93;2021-03-01;163;291;0.3;0.6;36718;23462
93;2021-03-02;220;809;0.5;1.7;36938;24271
93;2021-03-03;280;888;0.6;1.9;37218;25159
93;2021-03-04;410;1304;0.9;2.8;37628;26463
93;2021-03-05;251;581;0.5;1.2;37879;27044
93;2021-03-06;103;6;0.2;0.0;37982;27050
93;2021-03-07;185;0;0.4;0.0;38167;27050
93;2021-03-08;128;54;0.3;0.1;38295;27104
93;2021-03-09;288;382;0.6;0.8;38583;27486
93;2021-03-10;286;268;0.6;0.6;38869;27754
93;2021-03-11;488;898;1.0;1.9;39357;28652
93;2021-03-12;340;549;0.7;1.2;39697;29201
93;2021-03-13;241;83;0.5;0.2;39938;29284
93;2021-03-14;69;2;0.1;0.0;40007;29286
94;2021-01-04;1;0;0.0;0.0;1;0
94;2021-01-06;27;0;1.3;0.0;28;0
