dep;jour;res_vac_dose1;res_vac_dose2;res_couv_dose1;res_couv_dose2;res_vac_cum_dose1;res_vac_cum_dose2
03;2021-03-01;6;5;0.1;0.1;3497;2594
03;2021-03-02;17;8;0.3;0.2;3514;2602
03;2021-03-03;3;3;0.1;0.1;3517;2605
03;2021-03-04;1;0;0.0;0.0;3518;2605
03;2021-03-05;6;13;0.1;0.3;3524;2618
03;2021-03-06;14;0;0.3;0.0;3538;2618
03;2021-03-08;10;12;0.2;0.2;3548;2630
03;2021-03-09;2;19;0.0;0.4;3550;2649
03;2021-03-10;15;9;0.3;0.2;3565;2658
03;2021-03-11;9;1;0.2;0.0;3574;2659
03;2021-03-12;13;10;0.3;0.2;3587;2669
03;2021-03-13;6;0;0.1;0.0;3593;2669
04;2021-01-05;2;0;0.1;0.0;2;0
04;2021-01-07;31;0;1.5;0.0;33;0
04;2021-01-08;46;0;2.2;0.0;79;0
04;2021-01-09;37;0;1.8;0.0;116;0
04;2021-01-11;31;0;1.5;0.0;147;0
04;2021-01-12;251;0;12.0;0.0;398;0
04;2021-01-13;117;0;5.6;0.0;515;0
04;2021-01-14;21;0;1.0;0.0;536;0
04;2021-01-15;32;0;1.5;0.0;568;0
04;2021-01-16;9;0;0.4;0.0;577;0
04;2021-01-18;47;0;2.3;0.0;624;0
04;2021-01-19;44;1;2.1;0.0;668;1
04;2021-01-20;135;0;6.5;0.0;803;1
04;2021-01-21;44;0;2.1;0.0;847;1
04;2021-01-22;25;0;1.2;0.0;872;1
04;2021-01-23;1;0;0.0;0.0;873;1
04;2021-01-25;13;0;0.6;0.0;886;1
04;2021-01-26;92;0;4.4;0.0;978;1
04;2021-01-27;47;0;2.3;0.0;1025;1
04;2021-01-28;139;1;6.7;0.0;1164;2
04;2021-01-29;60;39;2.9;1.9;1224;41
04;2021-02-01;25;112;1.2;5.4;1249;153
04;2021-02-02;41;102;2.0;4.9;1290;255
04;2021-02-03;24;104;1.1;5.0;1314;359
04;2021-02-04;21;18;1.0;0.9;1335;377
04;2021-02-05;10;109;0.5;5.2;1345;486
04;2021-02-06;13;9;0.6;0.4;1358;495
04;2021-02-07;1;3;0.0;0.1;1359;498
04;2021-02-08;11;6;0.5;0.3;1370;504
04;2021-02-09;2;22;0.1;1.1;1372;526
04;2021-02-10;21;69;1.0;3.3;1393;595
04;2021-02-11;20;104;1.0;5.0;1413;699
04;2021-02-12;15;36;0.7;1.7;1428;735
04;2021-02-13;3;6;0.1;0.3;1431;741
04;2021-02-15;3;7;0.1;0.3;1434;748
04;2021-02-16;21;129;1.0;6.2;1455;877
04;2021-02-17;27;102;1.3;4.9;1482;979
04;2021-02-18;7;147;0.3;7.0;1489;1126
04;2021-02-19;2;39;0.1;1.9;1491;1165
04;2021-02-20;0;2;0.0;0.1;1491;1167
04;2021-02-22;0;21;0.0;1.0;1491;1188
04;2021-02-23;1;51;0.0;2.4;1492;1239
04;2021-02-24;28;18;1.3;0.9;1520;1257
04;2021-02-25;4;5;0.2;0.2;1524;1262
04;2021-02-26;6;3;0.3;0.1;1530;1265
04;2021-03-02;0;3;0.0;0.1;1530;1268
04;2021-03-03;9;25;0.4;1.2;1539;1293
04;2021-03-04;11;0;0.5;0.0;1550;1293
04;2021-03-05;26;8;1.2;0.4;1576;1301
04;2021-03-06;4;0;0.2;0.0;1580;1301
04;2021-03-07;1;0;0.0;0.0;1581;1301
04;2021-03-08;2;2;0.1;0.1;1583;1303
04;2021-03-09;10;4;0.5;0.2;1593;1307
04;2021-03-10;10;34;0.5;1.6;1603;1341
04;2021-03-11;11;4;0.5;0.2;1614;1345
04;2021-03-12;5;2;0.2;0.1;1619;1347
04;2021-03-13;5;0;0.2;0.0;1624;1347
05;2021-01-02;2;0;0.1;0.0;2;0
05;2021-01-06;17;0;1.1;0.0;19;0
05;2021-01-07;96;0;6.0;0.0;115;0
05;2021-01-08;92;0;5.8;0.0;207;0
05;2021-01-09;7;0;0.4;0.0;214;0
05;2021-01-11;6;0;0.4;0.0;220;0
05;2021-01-12;39;0;2.5;0.0;259;0
05;2021-01-13;14;0;0.9;0.0;273;0
05;2021-01-14;38;0;2.4;0.0;311;0
05;2021-01-15;11;0;0.7;0.0;322;0
05;2021-01-18;12;0;0.8;0.0;334;0
05;2021-01-19;11;0;0.7;0.0;345;0
05;2021-01-20;3;0;0.2;0.0;348;0
05;2021-01-21;30;0;1.9;0.0;378;0
05;2021-01-22;10;0;0.6;0.0;388;0
05;2021-01-23;5;0;0.3;0.0;393;0
05;2021-01-25;118;0;7.4;0.0;511;0
05;2021-01-26;130;0;8.2;0.0;641;0
05;2021-01-27;114;0;7.2;0.0;755;0
05;2021-01-28;62;38;3.9;2.4;817;38
05;2021-01-29;61;80;3.8;5.0;878;118
05;2021-01-30;1;2;0.1;0.1;879;120
05;2021-01-31;3;0;0.2;0.0;882;120
05;2021-02-01;6;0;0.4;0.0;888;120
05;2021-02-02;17;117;1.1;7.4;905;237
05;2021-02-03;3;10;0.2;0.6;908;247
05;2021-02-04;10;18;0.6;1.1;918;265
05;2021-02-05;16;9;1.0;0.6;934;274
05;2021-02-06;0;1;0.0;0.1;934;275
05;2021-02-08;0;2;0.0;0.1;934;277
05;2021-02-09;0;3;0.0;0.2;934;280
05;2021-02-11;2;9;0.1;0.6;936;289
05;2021-02-12;5;12;0.3;0.8;941;301
05;2021-02-13;1;0;0.1;0.0;942;301
05;2021-02-15;15;74;0.9;4.7;957;375
05;2021-02-16;25;144;1.6;9.1;982;519
05;2021-02-17;32;51;2.0;3.2;1014;570
05;2021-02-18;19;44;1.2;2.8;1033;614
05;2021-02-19;22;80;1.4;5.0;1055;694
05;2021-02-20;1;5;0.1;0.3;1056;699
05;2021-02-22;7;18;0.4;1.1;1063;717
05;2021-02-23;1;4;0.1;0.3;1064;721
05;2021-02-24;0;5;0.0;0.3;1064;726
05;2021-02-25;1;2;0.1;0.1;1065;728
05;2021-02-26;3;15;0.2;0.9;1068;743
05;2021-02-27;0;4;0.0;0.3;1068;747
05;2021-03-01;1;1;0.1;0.1;1069;748
05;2021-03-02;1;0;0.1;0.0;1070;748
05;2021-03-04;1;4;0.1;0.3;1071;752
05;2021-03-05;9;7;0.6;0.4;1080;759
05;2021-03-06;3;0;0.2;0.0;1083;759
05;2021-03-07;2;0;0.1;0.0;1085;759
05;2021-03-08;1;0;0.1;0.0;1086;759
05;2021-03-09;11;34;0.7;2.1;1097;793
05;2021-03-11;5;48;0.3;3.0;1102;841
05;2021-03-12;15;8;0.9;0.5;1117;849
05;2021-03-13;1;0;0.1;0.0;1118;849
05;2021-03-14;12;0;0.8;0.0;1130;849
06;2020-12-30;3;0;0.0;0.0;3;0
06;2020-12-31;16;0;0.1;0.0;19;0
06;2021-01-04;40;0;0.3;0.0;59;0
06;2021-01-05;17;0;0.1;0.0;76;0
06;2021-01-06;54;0;0.5;0.0;130;0
06;2021-01-07;113;0;0.9;0.0;243;0
06;2021-01-08;46;0;0.4;0.0;289;0
06;2021-01-09;1;0;0.0;0.0;290;0
06;2021-01-11;299;0;2.5;0.0;589;0
06;2021-01-12;967;0;8.1;0.0;1556;0
06;2021-01-13;276;0;2.3;0.0;1832;0
06;2021-01-14;435;0;3.7;0.0;2267;0
06;2021-01-15;80;0;0.7;0.0;2347;0
06;2021-01-16;13;2;0.1;0.0;2360;2
06;2021-01-18;174;1;1.5;0.0;2534;3
06;2021-01-19;157;0;1.3;0.0;2691;3
06;2021-01-20;171;2;1.4;0.0;2862;5
06;2021-01-21;122;7;1.0;0.1;2984;12
06;2021-01-22;114;0;1.0;0.0;3098;12
06;2021-01-23;7;0;0.1;0.0;3105;12
06;2021-01-25;216;16;1.8;0.1;3321;28
06;2021-01-26;1137;0;9.5;0.0;4458;28
06;2021-01-27;476;12;4.0;0.1;4934;40
06;2021-01-28;574;75;4.8;0.6;5508;115
06;2021-01-29;236;13;2.0;0.1;5744;128
06;2021-01-30;16;0;0.1;0.0;5760;128
06;2021-01-31;2;0;0.0;0.0;5762;128
06;2021-02-01;55;63;0.5;0.5;5817;191
06;2021-02-02;25;45;0.2;0.4;5842;236
06;2021-02-03;14;58;0.1;0.5;5856;294
06;2021-02-04;88;487;0.7;4.1;5944;781
06;2021-02-05;137;701;1.2;5.9;6081;1482
06;2021-02-06;5;159;0.0;1.3;6086;1641
06;2021-02-07;0;6;0.0;0.1;6086;1647
06;2021-02-08;44;245;0.4;2.1;6130;1892
06;2021-02-09;21;170;0.2;1.4;6151;2062
06;2021-02-10;0;49;0.0;0.4;6151;2111
06;2021-02-11;26;116;0.2;1.0;6177;2227
06;2021-02-12;39;127;0.3;1.1;6216;2354
06;2021-02-13;6;0;0.1;0.0;6222;2354
06;2021-02-14;1;0;0.0;0.0;6223;2354
06;2021-02-15;40;100;0.3;0.8;6263;2454
06;2021-02-16;106;878;0.9;7.4;6369;3332
06;2021-02-17;145;456;1.2;3.8;6514;3788
06;2021-02-18;197;628;1.7;5.3;6711;4416
06;2021-02-19;109;320;0.9;2.7;6820;4736
06;2021-02-20;1;17;0.0;0.1;6821;4753
06;2021-02-21;3;0;0.0;0.0;6824;4753
06;2021-02-22;23;41;0.2;0.3;6847;4794
06;2021-02-23;18;27;0.2;0.2;6865;4821
06;2021-02-24;25;47;0.2;0.4;6890;4868
06;2021-02-25;59;98;0.5;0.8;6949;4966
06;2021-02-26;53;84;0.4;0.7;7002;5050
06;2021-02-27;19;18;0.2;0.2;7021;5068
06;2021-02-28;3;0;0.0;0.0;7024;5068
06;2021-03-01;16;48;0.1;0.4;7040;5116
06;2021-03-02;9;0;0.1;0.0;7049;5116
06;2021-03-03;106;17;0.9;0.1;7155;5133
06;2021-03-04;114;25;1.0;0.2;7269;5158
06;2021-03-05;25;29;0.2;0.2;7294;5187
06;2021-03-06;20;0;0.2;0.0;7314;5187
06;2021-03-07;1;0;0.0;0.0;7315;5187
06;2021-03-08;10;27;0.1;0.2;7325;5214
06;2021-03-09;30;122;0.3;1.0;7355;5336
06;2021-03-10;37;41;0.3;0.3;7392;5377
06;2021-03-11;77;156;0.6;1.3;7469;5533
06;2021-03-12;46;65;0.4;0.5;7515;5598
06;2021-03-13;22;0;0.2;0.0;7537;5598
06;2021-03-14;4;0;0.0;0.0;7541;5598
07;2021-01-06;15;0;0.3;0.0;15;0
07;2021-01-07;64;0;1.1;0.0;79;0
07;2021-01-08;10;0;0.2;0.0;89;0
07;2021-01-09;2;0;0.0;0.0;91;0
07;2021-01-11;122;0;2.1;0.0;213;0
07;2021-01-12;111;0;1.9;0.0;324;0
07;2021-01-13;108;0;1.8;0.0;432;0
07;2021-01-14;180;0;3.1;0.0;612;0
07;2021-01-15;8;0;0.1;0.0;620;0
07;2021-01-16;1;1;0.0;0.0;621;1
07;2021-01-18;138;0;2.3;0.0;759;1
07;2021-01-19;277;0;4.7;0.0;1036;1
07;2021-01-20;47;0;0.8;0.0;1083;1
07;2021-01-21;47;0;0.8;0.0;1130;1
07;2021-01-22;54;0;0.9;0.0;1184;1
07;2021-01-25;5;0;0.1;0.0;1189;1
07;2021-01-26;105;0;1.8;0.0;1294;1
07;2021-01-27;128;9;2.2;0.2;1422;10
07;2021-01-28;433;68;7.4;1.2;1855;78
07;2021-01-29;247;12;4.2;0.2;2102;90
07;2021-01-30;2;0;0.0;0.0;2104;90
07;2021-02-01;26;65;0.4;1.1;2130;155
07;2021-02-02;265;193;4.5;3.3;2395;348
07;2021-02-03;406;68;6.9;1.2;2801;416
07;2021-02-04;191;126;3.3;2.1;2992;542
07;2021-02-05;75;63;1.3;1.1;3067;605
07;2021-02-06;4;0;0.1;0.0;3071;605
07;2021-02-08;3;0;0.1;0.0;3074;605
07;2021-02-09;119;247;2.0;4.2;3193;852
07;2021-02-10;37;53;0.6;0.9;3230;905
07;2021-02-11;55;33;0.9;0.6;3285;938
07;2021-02-12;9;13;0.2;0.2;3294;951
07;2021-02-13;3;1;0.1;0.0;3297;952
07;2021-02-15;0;1;0.0;0.0;3297;953
07;2021-02-16;25;75;0.4;1.3;3322;1028
07;2021-02-17;39;97;0.7;1.7;3361;1125
07;2021-02-18;98;461;1.7;7.8;3459;1586
07;2021-02-19;88;195;1.5;3.3;3547;1781
07;2021-02-20;1;8;0.0;0.1;3548;1789
07;2021-02-22;5;5;0.1;0.1;3553;1794
07;2021-02-23;42;229;0.7;3.9;3595;2023
07;2021-02-24;118;353;2.0;6.0;3713;2376
07;2021-02-25;93;168;1.6;2.9;3806;2544
07;2021-02-26;57;51;1.0;0.9;3863;2595
07;2021-02-27;4;0;0.1;0.0;3867;2595
07;2021-03-01;7;1;0.1;0.0;3874;2596
07;2021-03-02;56;89;1.0;1.5;3930;2685
07;2021-03-03;40;15;0.7;0.3;3970;2700
07;2021-03-04;5;29;0.1;0.5;3975;2729
07;2021-03-05;35;28;0.6;0.5;4010;2757
07;2021-03-06;7;0;0.1;0.0;4017;2757
07;2021-03-07;1;0;0.0;0.0;4018;2757
07;2021-03-08;2;5;0.0;0.1;4020;2762
07;2021-03-09;11;13;0.2;0.2;4031;2775
07;2021-03-10;33;72;0.6;1.2;4064;2847
07;2021-03-11;26;32;0.4;0.5;4090;2879
07;2021-03-12;29;157;0.5;2.7;4119;3036
07;2021-03-13;2;0;0.0;0.0;4121;3036
08;2021-01-07;149;0;5.9;0.0;149;0
08;2021-01-08;78;0;3.1;0.0;227;0
08;2021-01-09;2;0;0.1;0.0;229;0
08;2021-01-11;1;0;0.0;0.0;230;0
08;2021-01-13;226;0;9.0;0.0;456;0
08;2021-01-14;181;0;7.2;0.0;637;0
08;2021-01-15;8;0;0.3;0.0;645;0
08;2021-01-16;0;3;0.0;0.1;645;3
08;2021-01-17;1;0;0.0;0.0;646;3
08;2021-01-18;32;0;1.3;0.0;678;3
08;2021-01-19;368;0;14.6;0.0;1046;3
08;2021-01-20;278;0;11.0;0.0;1324;3
08;2021-01-21;123;0;4.9;0.0;1447;3
08;2021-01-22;121;0;4.8;0.0;1568;3
08;2021-01-23;58;0;2.3;0.0;1626;3
08;2021-01-25;71;0;2.8;0.0;1697;3
08;2021-01-26;90;0;3.6;0.0;1787;3
08;2021-01-27;7;0;0.3;0.0;1794;3
08;2021-01-28;166;144;6.6;5.7;1960;147
08;2021-01-29;16;71;0.6;2.8;1976;218
08;2021-01-30;2;0;0.1;0.0;1978;218
08;2021-02-02;15;50;0.6;2.0;1993;268
08;2021-02-03;2;97;0.1;3.9;1995;365
08;2021-02-04;26;103;1.0;4.1;2021;468
08;2021-02-05;22;103;0.9;4.1;2043;571
08;2021-02-06;3;3;0.1;0.1;2046;574
08;2021-02-07;1;0;0.0;0.0;2047;574
08;2021-02-08;17;47;0.7;1.9;2064;621
08;2021-02-09;74;364;2.9;14.5;2138;985
08;2021-02-10;91;287;3.6;11.4;2229;1272
08;2021-02-11;9;132;0.4;5.2;2238;1404
08;2021-02-12;4;71;0.2;2.8;2242;1475
08;2021-02-13;2;34;0.1;1.4;2244;1509
08;2021-02-15;58;9;2.3;0.4;2302;1518
08;2021-02-16;12;70;0.5;2.8;2314;1588
08;2021-02-17;12;100;0.5;4.0;2326;1688
08;2021-02-18;9;71;0.4;2.8;2335;1759
08;2021-02-19;49;60;1.9;2.4;2384;1819
08;2021-02-20;4;45;0.2;1.8;2388;1864
08;2021-02-22;5;52;0.2;2.1;2393;1916
08;2021-02-23;15;51;0.6;2.0;2408;1967
08;2021-02-24;13;52;0.5;2.1;2421;2019
08;2021-02-25;10;55;0.4;2.2;2431;2074
08;2021-02-26;15;59;0.6;2.3;2446;2133
08;2021-02-27;5;32;0.2;1.3;2451;2165
08;2021-02-28;1;0;0.0;0.0;2452;2165
08;2021-03-01;47;6;1.9;0.2;2499;2171
08;2021-03-02;54;95;2.1;3.8;2553;2266
08;2021-03-03;112;20;4.4;0.8;2665;2286
08;2021-03-04;129;51;5.1;2.0;2794;2337
08;2021-03-05;61;7;2.4;0.3;2855;2344
08;2021-03-06;2;0;0.1;0.0;2857;2344
08;2021-03-07;1;0;0.0;0.0;2858;2344
08;2021-03-08;13;35;0.5;1.4;2871;2379
08;2021-03-09;53;1;2.1;0.0;2924;2380
08;2021-03-10;183;39;7.3;1.5;3107;2419
08;2021-03-11;121;9;4.8;0.4;3228;2428
08;2021-03-12;101;2;4.0;0.1;3329;2430
08;2021-03-13;9;0;0.4;0.0;3338;2430
09;2021-01-04;1;0;0.0;0.0;1;0
09;2021-01-06;1;0;0.0;0.0;2;0
09;2021-01-07;173;0;8.3;0.0;175;0
09;2021-01-08;56;0;2.7;0.0;231;0
09;2021-01-09;2;0;0.1;0.0;233;0
09;2021-01-11;64;0;3.1;0.0;297;0
09;2021-01-12;76;0;3.6;0.0;373;0
09;2021-01-13;34;0;1.6;0.0;407;0
09;2021-01-14;199;0;9.5;0.0;606;0
09;2021-01-15;18;0;0.9;0.0;624;0
09;2021-01-16;12;3;0.6;0.1;636;3
09;2021-01-17;17;0;0.8;0.0;653;3
09;2021-01-18;5;0;0.2;0.0;658;3
09;2021-01-19;2;0;0.1;0.0;660;3
09;2021-01-20;9;0;0.4;0.0;669;3
09;2021-01-21;12;0;0.6;0.0;681;3
09;2021-01-22;6;0;0.3;0.0;687;3
09;2021-01-23;12;0;0.6;0.0;699;3
09;2021-01-24;1;0;0.0;0.0;700;3
09;2021-01-25;5;0;0.2;0.0;705;3
09;2021-01-26;306;0;14.6;0.0;1011;3
09;2021-01-27;175;43;8.4;2.1;1186;46
09;2021-01-28;99;80;4.7;3.8;1285;126
09;2021-01-29;24;47;1.1;2.2;1309;173
09;2021-01-30;25;1;1.2;0.0;1334;174
09;2021-01-31;8;0;0.4;0.0;1342;174
09;2021-02-01;11;39;0.5;1.9;1353;213
09;2021-02-02;0;57;0.0;2.7;1353;270
09;2021-02-03;6;48;0.3;2.3;1359;318
09;2021-02-04;4;158;0.2;7.5;1363;476
09;2021-02-05;4;18;0.2;0.9;1367;494
09;2021-02-06;3;0;0.1;0.0;1370;494
09;2021-02-07;0;1;0.0;0.0;1370;495
09;2021-02-09;31;94;1.5;4.5;1401;589
09;2021-02-10;0;17;0.0;0.8;1401;606
09;2021-02-11;0;14;0.0;0.7;1401;620
09;2021-02-12;0;5;0.0;0.2;1401;625
09;2021-02-14;0;1;0.0;0.0;1401;626
09;2021-02-15;11;7;0.5;0.3;1412;633
09;2021-02-16;97;235;4.6;11.2;1509;868
09;2021-02-17;16;147;0.8;7.0;1525;1015
09;2021-02-18;12;143;0.6;6.8;1537;1158
09;2021-02-19;9;12;0.4;0.6;1546;1170
09;2021-02-20;1;14;0.0;0.7;1547;1184
09;2021-02-21;0;3;0.0;0.1;1547;1187
