dep;jour;res_vac_dose1;res_vac_dose2;res_couv_dose1;res_couv_dose2;res_vac_cum_dose1;res_vac_cum_dose2
22;2021-03-03;6;2;0.1;0.0;8959;6783
22;2021-03-04;31;35;0.3;0.4;8990;6818
22;2021-03-05;19;5;0.2;0.1;9009;6823
22;2021-03-06;1;0;0.0;0.0;9010;6823
22;2021-03-08;35;16;0.4;0.2;9045;6839
22;2021-03-09;40;10;0.4;0.1;9085;6849
22;2021-03-10;40;168;0.4;1.8;9125;7017
22;2021-03-11;62;318;0.7;3.4;9187;7335
22;2021-03-12;54;150;0.6;1.6;9241;7485
22;2021-03-13;3;3;0.0;0.0;9244;7488
22;2021-03-14;1;0;0.0;0.0;9245;7488
23;2021-01-07;15;0;0.6;0.0;15;0
23;2021-01-08;51;0;1.9;0.0;66;0
23;2021-01-09;32;0;1.2;0.0;98;0
23;2021-01-10;1;0;0.0;0.0;99;0
23;2021-01-11;69;0;2.6;0.0;168;0
23;2021-01-12;134;0;5.1;0.0;302;0
23;2021-01-13;139;0;5.3;0.0;441;0
23;2021-01-14;150;0;5.7;0.0;591;0
23;2021-01-15;91;0;3.4;0.0;682;0
23;2021-01-16;0;1;0.0;0.0;682;1
23;2021-01-18;75;0;2.8;0.0;757;1
23;2021-01-19;143;0;5.4;0.0;900;1
23;2021-01-20;73;0;2.8;0.0;973;1
23;2021-01-21;335;0;12.7;0.0;1308;1
23;2021-01-22;113;0;4.3;0.0;1421;1
23;2021-01-23;77;0;2.9;0.0;1498;1
23;2021-01-25;64;0;2.4;0.0;1562;1
23;2021-01-26;46;0;1.7;0.0;1608;1
23;2021-01-27;9;0;0.3;0.0;1617;1
23;2021-01-28;9;15;0.3;0.6;1626;16
23;2021-01-29;22;74;0.8;2.8;1648;90
23;2021-01-30;3;0;0.1;0.0;1651;90
23;2021-01-31;0;11;0.0;0.4;1651;101
23;2021-02-01;39;51;1.5;1.9;1690;152
23;2021-02-02;43;65;1.6;2.5;1733;217
23;2021-02-03;4;144;0.2;5.5;1737;361
23;2021-02-04;3;147;0.1;5.6;1740;508
23;2021-02-05;15;96;0.6;3.6;1755;604
23;2021-02-06;0;8;0.0;0.3;1755;612
23;2021-02-08;36;18;1.4;0.7;1791;630
23;2021-02-09;38;118;1.4;4.5;1829;748
23;2021-02-10;4;77;0.2;2.9;1833;825
23;2021-02-11;85;347;3.2;13.2;1918;1172
23;2021-02-12;31;93;1.2;3.5;1949;1265
23;2021-02-13;1;72;0.0;2.7;1950;1337
23;2021-02-15;5;110;0.2;4.2;1955;1447
23;2021-02-16;18;63;0.7;2.4;1973;1510
23;2021-02-17;0;40;0.0;1.5;1973;1550
23;2021-02-18;15;10;0.6;0.4;1988;1560
23;2021-02-19;41;17;1.6;0.6;2029;1577
23;2021-02-22;2;34;0.1;1.3;2031;1611
23;2021-02-23;2;42;0.1;1.6;2033;1653
23;2021-02-24;13;7;0.5;0.3;2046;1660
23;2021-02-25;1;2;0.0;0.1;2047;1662
23;2021-02-26;44;17;1.7;0.6;2091;1679
23;2021-02-27;2;0;0.1;0.0;2093;1679
23;2021-03-01;12;36;0.5;1.4;2105;1715
23;2021-03-02;2;33;0.1;1.3;2107;1748
23;2021-03-03;4;14;0.2;0.5;2111;1762
23;2021-03-04;42;80;1.6;3.0;2153;1842
23;2021-03-05;62;32;2.4;1.2;2215;1874
23;2021-03-06;2;0;0.1;0.0;2217;1874
23;2021-03-08;36;0;1.4;0.0;2253;1874
23;2021-03-09;53;14;2.0;0.5;2306;1888
23;2021-03-10;7;5;0.3;0.2;2313;1893
23;2021-03-11;21;1;0.8;0.0;2334;1894
23;2021-03-12;38;2;1.4;0.1;2372;1896
23;2021-03-13;1;6;0.0;0.2;2373;1902
23;2021-03-14;6;0;0.2;0.0;2379;1902
24;2020-12-29;2;0;0.0;0.0;2;0
24;2020-12-30;1;0;0.0;0.0;3;0
24;2021-01-07;131;0;2.2;0.0;134;0
24;2021-01-08;144;0;2.4;0.0;278;0
24;2021-01-09;52;0;0.9;0.0;330;0
24;2021-01-11;89;0;1.5;0.0;419;0
24;2021-01-12;95;0;1.6;0.0;514;0
24;2021-01-13;85;0;1.4;0.0;599;0
24;2021-01-14;576;0;9.6;0.0;1175;0
24;2021-01-15;265;0;4.4;0.0;1440;0
24;2021-01-16;0;3;0.0;0.0;1440;3
24;2021-01-18;49;0;0.8;0.0;1489;3
24;2021-01-19;137;0;2.3;0.0;1626;3
24;2021-01-20;62;0;1.0;0.0;1688;3
24;2021-01-21;137;0;2.3;0.0;1825;3
24;2021-01-22;123;0;2.0;0.0;1948;3
24;2021-01-23;11;0;0.2;0.0;1959;3
24;2021-01-25;41;0;0.7;0.0;2000;3
24;2021-01-26;98;61;1.6;1.0;2098;64
24;2021-01-27;541;0;9.0;0.0;2639;64
24;2021-01-28;118;110;2.0;1.8;2757;174
24;2021-01-29;74;81;1.2;1.3;2831;255
24;2021-01-30;16;0;0.3;0.0;2847;255
24;2021-02-01;83;80;1.4;1.3;2930;335
24;2021-02-02;230;180;3.8;3.0;3160;515
24;2021-02-03;251;127;4.2;2.1;3411;642
24;2021-02-04;398;130;6.6;2.2;3809;772
24;2021-02-05;250;253;4.1;4.2;4059;1025
24;2021-02-06;4;21;0.1;0.3;4063;1046
24;2021-02-08;21;113;0.3;1.9;4084;1159
24;2021-02-09;44;101;0.7;1.7;4128;1260
24;2021-02-10;58;29;1.0;0.5;4186;1289
24;2021-02-11;23;153;0.4;2.5;4209;1442
24;2021-02-12;70;158;1.2;2.6;4279;1600
24;2021-02-13;4;2;0.1;0.0;4283;1602
24;2021-02-15;30;10;0.5;0.2;4313;1612
24;2021-02-16;67;45;1.1;0.7;4380;1657
24;2021-02-17;178;527;3.0;8.7;4558;2184
24;2021-02-18;102;118;1.7;2.0;4660;2302
24;2021-02-19;61;60;1.0;1.0;4721;2362
24;2021-02-20;13;11;0.2;0.2;4734;2373
24;2021-02-21;3;0;0.0;0.0;4737;2373
24;2021-02-22;56;67;0.9;1.1;4793;2440
24;2021-02-23;140;207;2.3;3.4;4933;2647
24;2021-02-24;89;197;1.5;3.3;5022;2844
24;2021-02-25;72;293;1.2;4.9;5094;3137
24;2021-02-26;127;312;2.1;5.2;5221;3449
24;2021-02-27;3;2;0.0;0.0;5224;3451
24;2021-03-01;30;0;0.5;0.0;5254;3451
24;2021-03-02;8;49;0.1;0.8;5262;3500
24;2021-03-03;16;103;0.3;1.7;5278;3603
24;2021-03-04;37;28;0.6;0.5;5315;3631
24;2021-03-05;52;13;0.9;0.2;5367;3644
24;2021-03-06;29;0;0.5;0.0;5396;3644
24;2021-03-07;1;1;0.0;0.0;5397;3645
24;2021-03-08;13;29;0.2;0.5;5410;3674
24;2021-03-09;24;83;0.4;1.4;5434;3757
24;2021-03-10;77;109;1.3;1.8;5511;3866
24;2021-03-11;31;139;0.5;2.3;5542;4005
24;2021-03-12;123;61;2.0;1.0;5665;4066
24;2021-03-13;18;2;0.3;0.0;5683;4068
24;2021-03-14;3;0;0.0;0.0;5686;4068
25;2021-01-05;1;0;0.0;0.0;1;0
25;2021-01-06;32;0;0.9;0.0;33;0
25;2021-01-07;35;0;0.9;0.0;68;0
25;2021-01-08;49;0;1.3;0.0;117;0
25;2021-01-11;66;0;1.8;0.0;183;0
25;2021-01-12;312;0;8.3;0.0;495;0
25;2021-01-13;125;0;3.3;0.0;620;0
25;2021-01-14;160;0;4.3;0.0;780;0
25;2021-01-15;26;0;0.7;0.0;806;0
25;2021-01-16;4;2;0.1;0.1;810;2
25;2021-01-17;11;0;0.3;0.0;821;2
25;2021-01-18;138;0;3.7;0.0;959;2
25;2021-01-19;201;0;5.4;0.0;1160;2
25;2021-01-20;208;0;5.5;0.0;1368;2
25;2021-01-21;295;0;7.9;0.0;1663;2
25;2021-01-22;160;0;4.3;0.0;1823;2
25;2021-01-23;15;0;0.4;0.0;1838;2
25;2021-01-24;5;0;0.1;0.0;1843;2
25;2021-01-25;30;0;0.8;0.0;1873;2
25;2021-01-26;312;0;8.3;0.0;2185;2
25;2021-01-27;124;0;3.3;0.0;2309;2
25;2021-01-28;73;12;1.9;0.3;2382;14
25;2021-01-29;45;51;1.2;1.4;2427;65
25;2021-01-30;8;0;0.2;0.0;2435;65
25;2021-02-01;6;23;0.2;0.6;2441;88
25;2021-02-02;32;192;0.9;5.1;2473;280
25;2021-02-03;27;71;0.7;1.9;2500;351
25;2021-02-04;18;138;0.5;3.7;2518;489
25;2021-02-05;45;7;1.2;0.2;2563;496
25;2021-02-06;2;0;0.1;0.0;2565;496
25;2021-02-08;13;175;0.3;4.7;2578;671
25;2021-02-09;9;151;0.2;4.0;2587;822
25;2021-02-10;60;263;1.6;7.0;2647;1085
25;2021-02-11;43;333;1.1;8.9;2690;1418
25;2021-02-12;64;111;1.7;3.0;2754;1529
25;2021-02-13;0;1;0.0;0.0;2754;1530
25;2021-02-15;8;28;0.2;0.7;2762;1558
25;2021-02-16;61;271;1.6;7.2;2823;1829
25;2021-02-17;19;94;0.5;2.5;2842;1923
25;2021-02-18;64;104;1.7;2.8;2906;2027
25;2021-02-19;8;51;0.2;1.4;2914;2078
25;2021-02-20;0;6;0.0;0.2;2914;2084
25;2021-02-21;0;1;0.0;0.0;2914;2085
25;2021-02-22;0;18;0.0;0.5;2914;2103
25;2021-02-23;2;22;0.1;0.6;2916;2125
25;2021-02-24;1;38;0.0;1.0;2917;2163
25;2021-02-25;3;44;0.1;1.2;2920;2207
25;2021-02-26;5;70;0.1;1.9;2925;2277
25;2021-02-27;1;3;0.0;0.1;2926;2280
25;2021-03-01;8;24;0.2;0.6;2934;2304
25;2021-03-02;17;75;0.5;2.0;2951;2379
25;2021-03-03;10;8;0.3;0.2;2961;2387
25;2021-03-04;73;81;1.9;2.2;3034;2468
25;2021-03-05;21;4;0.6;0.1;3055;2472
25;2021-03-06;2;0;0.1;0.0;3057;2472
25;2021-03-08;1;2;0.0;0.1;3058;2474
25;2021-03-09;37;49;1.0;1.3;3095;2523
25;2021-03-10;16;35;0.4;0.9;3111;2558
25;2021-03-11;50;10;1.3;0.3;3161;2568
25;2021-03-12;12;45;0.3;1.2;3173;2613
25;2021-03-13;9;0;0.2;0.0;3182;2613
26;2021-01-07;98;0;2.0;0.0;98;0
26;2021-01-08;67;0;1.3;0.0;165;0
26;2021-01-11;137;0;2.8;0.0;302;0
26;2021-01-12;37;0;0.7;0.0;339;0
26;2021-01-13;138;0;2.8;0.0;477;0
26;2021-01-14;79;0;1.6;0.0;556;0
26;2021-01-15;72;0;1.4;0.0;628;0
26;2021-01-16;3;0;0.1;0.0;631;0
26;2021-01-18;35;0;0.7;0.0;666;0
26;2021-01-19;121;0;2.4;0.0;787;0
26;2021-01-20;62;0;1.2;0.0;849;0
26;2021-01-21;95;0;1.9;0.0;944;0
26;2021-01-22;21;0;0.4;0.0;965;0
26;2021-01-23;41;0;0.8;0.0;1006;0
26;2021-01-25;6;0;0.1;0.0;1012;0
26;2021-01-26;12;0;0.2;0.0;1024;0
26;2021-01-27;102;0;2.0;0.0;1126;0
26;2021-01-28;368;130;7.4;2.6;1494;130
26;2021-01-29;157;26;3.2;0.5;1651;156
26;2021-01-30;7;0;0.1;0.0;1658;156
26;2021-01-31;1;0;0.0;0.0;1659;156
26;2021-02-01;44;97;0.9;1.9;1703;253
26;2021-02-02;474;44;9.5;0.9;2177;297
26;2021-02-03;389;97;7.8;1.9;2566;394
26;2021-02-04;275;59;5.5;1.2;2841;453
26;2021-02-05;65;62;1.3;1.2;2906;515
26;2021-02-06;8;3;0.2;0.1;2914;518
26;2021-02-07;6;0;0.1;0.0;2920;518
26;2021-02-08;31;21;0.6;0.4;2951;539
26;2021-02-09;9;94;0.2;1.9;2960;633
26;2021-02-10;27;32;0.5;0.6;2987;665
26;2021-02-11;6;76;0.1;1.5;2993;741
26;2021-02-12;6;14;0.1;0.3;2999;755
26;2021-02-13;2;1;0.0;0.0;3001;756
26;2021-02-15;7;1;0.1;0.0;3008;757
26;2021-02-16;14;51;0.3;1.0;3022;808
26;2021-02-17;5;50;0.1;1.0;3027;858
26;2021-02-18;56;278;1.1;5.6;3083;1136
26;2021-02-19;43;145;0.9;2.9;3126;1281
26;2021-02-20;0;5;0.0;0.1;3126;1286
26;2021-02-22;6;35;0.1;0.7;3132;1321
26;2021-02-23;118;284;2.4;5.7;3250;1605
26;2021-02-24;89;441;1.8;8.9;3339;2046
26;2021-02-25;73;250;1.5;5.0;3412;2296
26;2021-02-26;56;26;1.1;0.5;3468;2322
26;2021-02-27;3;8;0.1;0.2;3471;2330
26;2021-03-01;9;16;0.2;0.3;3480;2346
26;2021-03-02;53;4;1.1;0.1;3533;2350
26;2021-03-03;12;4;0.2;0.1;3545;2354
26;2021-03-04;5;19;0.1;0.4;3550;2373
26;2021-03-05;53;8;1.1;0.2;3603;2381
26;2021-03-06;31;45;0.6;0.9;3634;2426
26;2021-03-07;24;11;0.5;0.2;3658;2437
26;2021-03-08;18;1;0.4;0.0;3676;2438
26;2021-03-09;22;1;0.4;0.0;3698;2439
26;2021-03-10;44;7;0.9;0.1;3742;2446
26;2021-03-11;41;55;0.8;1.1;3783;2501
26;2021-03-12;71;31;1.4;0.6;3854;2532
26;2021-03-13;16;0;0.3;0.0;3870;2532
27;2020-12-29;1;0;0.0;0.0;1;0
27;2021-01-06;50;0;1.0;0.0;51;0
27;2021-01-07;192;0;3.9;0.0;243;0
27;2021-01-08;128;0;2.6;0.0;371;0
27;2021-01-10;4;0;0.1;0.0;375;0
27;2021-01-11;111;0;2.2;0.0;486;0
27;2021-01-12;156;0;3.1;0.0;642;0
27;2021-01-13;539;0;10.8;0.0;1181;0
27;2021-01-14;866;0;17.4;0.0;2047;0
27;2021-01-15;458;0;9.2;0.0;2505;0
27;2021-01-16;71;12;1.4;0.2;2576;12
27;2021-01-17;39;0;0.8;0.0;2615;12
27;2021-01-18;128;0;2.6;0.0;2743;12
27;2021-01-19;61;0;1.2;0.0;2804;12
27;2021-01-20;189;0;3.8;0.0;2993;12
27;2021-01-21;57;0;1.1;0.0;3050;12
27;2021-01-22;50;0;1.0;0.0;3100;12
27;2021-01-23;5;0;0.1;0.0;3105;12
27;2021-01-24;1;0;0.0;0.0;3106;12
27;2021-01-25;60;0;1.2;0.0;3166;12
27;2021-01-26;15;0;0.3;0.0;3181;12
27;2021-01-27;28;109;0.6;2.2;3209;121
27;2021-01-28;17;105;0.3;2.1;3226;226
27;2021-01-29;58;41;1.2;0.8;3284;267
27;2021-01-30;4;0;0.1;0.0;3288;267
27;2021-02-01;38;55;0.8;1.1;3326;322
27;2021-02-02;32;88;0.6;1.8;3358;410
27;2021-02-03;149;370;3.0;7.4;3507;780
27;2021-02-04;246;802;4.9;16.1;3753;1582
27;2021-02-05;149;448;3.0;9.0;3902;2030
27;2021-02-06;3;17;0.1;0.3;3905;2047
27;2021-02-07;11;18;0.2;0.4;3916;2065
27;2021-02-08;18;73;0.4;1.5;3934;2138
27;2021-02-09;22;154;0.4;3.1;3956;2292
27;2021-02-10;22;142;0.4;2.9;3978;2434
27;2021-02-11;5;31;0.1;0.6;3983;2465
27;2021-02-12;12;53;0.2;1.1;3995;2518
27;2021-02-13;3;2;0.1;0.0;3998;2520
27;2021-02-15;6;38;0.1;0.8;4004;2558
27;2021-02-16;23;83;0.5;1.7;4027;2641
27;2021-02-17;5;7;0.1;0.1;4032;2648
27;2021-02-18;1;42;0.0;0.8;4033;2690
27;2021-02-19;0;31;0.0;0.6;4033;2721
27;2021-02-20;1;6;0.0;0.1;4034;2727
27;2021-02-21;1;0;0.0;0.0;4035;2727
27;2021-02-22;6;22;0.1;0.4;4041;2749
27;2021-02-23;9;64;0.2;1.3;4050;2813
27;2021-02-24;8;135;0.2;2.7;4058;2948
27;2021-02-25;84;230;1.7;4.6;4142;3178
27;2021-02-26;32;135;0.6;2.7;4174;3313
27;2021-02-27;47;1;0.9;0.0;4221;3314
27;2021-02-28;4;0;0.1;0.0;4225;3314
27;2021-03-01;2;12;0.0;0.2;4227;3326
27;2021-03-02;12;31;0.2;0.6;4239;3357
27;2021-03-03;93;72;1.9;1.4;4332;3429
27;2021-03-04;63;12;1.3;0.2;4395;3441
27;2021-03-05;13;2;0.3;0.0;4408;3443
27;2021-03-06;19;0;0.4;0.0;4427;3443
27;2021-03-07;40;0;0.8;0.0;4467;3443
27;2021-03-08;18;2;0.4;0.0;4485;3445
27;2021-03-09;28;1;0.6;0.0;4513;3446
27;2021-03-10;50;33;1.0;0.7;4563;3479
27;2021-03-11;7;22;0.1;0.4;4570;3501
27;2021-03-12;30;0;0.6;0.0;4600;3501
27;2021-03-13;10;0;0.2;0.0;4610;3501
28;2021-01-05;3;0;0.1;0.0;3;0
28;2021-01-06;82;0;1.9;0.0;85;0
28;2021-01-07;71;0;1.6;0.0;156;0
28;2021-01-08;59;0;1.3;0.0;215;0
28;2021-01-10;1;0;0.0;0.0;216;0
28;2021-01-11;72;0;1.6;0.0;288;0
28;2021-01-12;74;0;1.7;0.0;362;0
28;2021-01-13;87;0;2.0;0.0;449;0
28;2021-01-14;93;0;2.1;0.0;542;0
28;2021-01-15;22;0;0.5;0.0;564;0
28;2021-01-16;0;3;0.0;0.1;564;3
28;2021-01-18;70;0;1.6;0.0;634;3
28;2021-01-19;56;0;1.3;0.0;690;3
28;2021-01-20;129;0;2.9;0.0;819;3
28;2021-01-21;128;0;2.9;0.0;947;3
28;2021-01-22;4;0;0.1;0.0;951;3
28;2021-01-25;47;0;1.1;0.0;998;3
28;2021-01-26;217;0;5.0;0.0;1215;3
28;2021-01-27;512;37;11.7;0.8;1727;40
28;2021-01-28;786;75;17.9;1.7;2513;115
28;2021-01-29;352;19;8.0;0.4;2865;134
28;2021-01-30;19;0;0.4;0.0;2884;134
28;2021-01-31;1;2;0.0;0.0;2885;136
28;2021-02-01;2;45;0.0;1.0;2887;181
28;2021-02-02;30;120;0.7;2.7;2917;301
28;2021-02-03;4;68;0.1;1.6;2921;369
28;2021-02-04;1;56;0.0;1.3;2922;425
28;2021-02-05;33;2;0.8;0.0;2955;427
28;2021-02-08;15;91;0.3;2.1;2970;518
28;2021-02-09;2;71;0.0;1.6;2972;589
28;2021-02-10;7;45;0.2;1.0;2979;634
28;2021-02-11;23;130;0.5;3.0;3002;764
28;2021-02-12;2;5;0.0;0.1;3004;769
28;2021-02-13;1;0;0.0;0.0;3005;769
28;2021-02-15;72;64;1.6;1.5;3077;833
28;2021-02-16;24;148;0.5;3.4;3101;981
28;2021-02-17;111;575;2.5;13.1;3212;1556
28;2021-02-18;209;784;4.8;17.9;3421;2340
28;2021-02-19;86;243;2.0;5.5;3507;2583
28;2021-02-20;29;10;0.7;0.2;3536;2593
28;2021-02-21;6;4;0.1;0.1;3542;2597
28;2021-02-22;5;11;0.1;0.3;3547;2608
28;2021-02-23;1;13;0.0;0.3;3548;2621
28;2021-02-24;9;1;0.2;0.0;3557;2622
28;2021-02-25;27;5;0.6;0.1;3584;2627
28;2021-02-26;13;2;0.3;0.0;3597;2629
28;2021-02-27;1;0;0.0;0.0;3598;2629
28;2021-03-02;0;5;0.0;0.1;3598;2634
28;2021-03-03;12;1;0.3;0.0;3610;2635
28;2021-03-04;0;15;0.0;0.3;3610;2650
28;2021-03-05;3;0;0.1;0.0;3613;2650
28;2021-03-06;7;0;0.2;0.0;3620;2650
28;2021-03-07;2;3;0.0;0.1;3622;2653
28;2021-03-08;19;2;0.4;0.0;3641;2655
28;2021-03-09;16;61;0.4;1.4;3657;2716
28;2021-03-10;34;36;0.8;0.8;3691;2752
28;2021-03-11;96;160;2.2;3.7;3787;2912
28;2021-03-12;62;76;1.4;1.7;3849;2988
28;2021-03-13;8;14;0.2;0.3;3857;3002
28;2021-03-14;4;1;0.1;0.0;3861;3003
29;2021-01-04;30;0;0.2;0.0;30;0
29;2021-01-05;31;0;0.3;0.0;61;0
29;2021-01-06;18;0;0.1;0.0;79;0
29;2021-01-07;23;0;0.2;0.0;102;0
29;2021-01-08;106;0;0.9;0.0;208;0
29;2021-01-09;1;0;0.0;0.0;209;0
29;2021-01-11;183;0;1.5;0.0;392;0
29;2021-01-12;594;0;4.9;0.0;986;0
29;2021-01-13;505;0;4.2;0.0;1491;0
29;2021-01-14;156;0;1.3;0.0;1647;0
29;2021-01-15;315;0;2.6;0.0;1962;0
29;2021-01-16;1;3;0.0;0.0;1963;3
29;2021-01-18;176;0;1.5;0.0;2139;3
29;2021-01-19;368;0;3.0;0.0;2507;3
29;2021-01-20;1307;0;10.8;0.0;3814;3
29;2021-01-21;3319;0;27.4;0.0;7133;3
29;2021-01-22;1625;0;13.4;0.0;8758;3
29;2021-01-23;87;0;0.7;0.0;8845;3
29;2021-01-24;14;0;0.1;0.0;8859;3
29;2021-01-25;32;26;0.3;0.2;8891;29
29;2021-01-26;65;22;0.5;0.2;8956;51
29;2021-01-27;52;28;0.4;0.2;9008;79
29;2021-01-28;80;24;0.7;0.2;9088;103
29;2021-01-29;79;13;0.7;0.1;9167;116
29;2021-01-30;27;0;0.2;0.0;9194;116
29;2021-01-31;14;0;0.1;0.0;9208;116
29;2021-02-01;46;172;0.4;1.4;9254;288
29;2021-02-02;116;588;1.0;4.9;9370;876
29;2021-02-03;87;521;0.7;4.3;9457;1397
29;2021-02-04;37;230;0.3;1.9;9494;1627
29;2021-02-05;23;172;0.2;1.4;9517;1799
29;2021-02-06;2;1;0.0;0.0;9519;1800
29;2021-02-07;1;0;0.0;0.0;9520;1800
29;2021-02-08;6;110;0.0;0.9;9526;1910
29;2021-02-09;92;394;0.8;3.3;9618;2304
29;2021-02-10;159;1141;1.3;9.4;9777;3445
29;2021-02-11;450;3004;3.7;24.8;10227;6449
29;2021-02-12;453;1408;3.7;11.6;10680;7857
29;2021-02-13;126;74;1.0;0.6;10806;7931
29;2021-02-14;1;2;0.0;0.0;10807;7933
29;2021-02-15;22;46;0.2;0.4;10829;7979
29;2021-02-16;57;117;0.5;1.0;10886;8096
29;2021-02-17;3;42;0.0;0.3;10889;8138
29;2021-02-18;87;49;0.7;0.4;10976;8187
29;2021-02-19;49;88;0.4;0.7;11025;8275
29;2021-02-20;3;4;0.0;0.0;11028;8279
29;2021-02-21;3;5;0.0;0.0;11031;8284
29;2021-02-22;14;14;0.1;0.1;11045;8298
29;2021-02-23;45;65;0.4;0.5;11090;8363
29;2021-02-24;103;68;0.9;0.6;11193;8431
29;2021-02-25;118;29;1.0;0.2;11311;8460
29;2021-02-26;39;16;0.3;0.1;11350;8476
29;2021-02-27;12;6;0.1;0.0;11362;8482
29;2021-02-28;6;1;0.0;0.0;11368;8483
29;2021-03-01;28;11;0.2;0.1;11396;8494
29;2021-03-02;3;21;0.0;0.2;11399;8515
29;2021-03-03;63;155;0.5;1.3;11462;8670
29;2021-03-04;197;439;1.6;3.6;11659;9109
29;2021-03-05;108;383;0.9;3.2;11767;9492
29;2021-03-06;20;47;0.2;0.4;11787;9539
29;2021-03-07;2;1;0.0;0.0;11789;9540
29;2021-03-08;11;14;0.1;0.1;11800;9554
29;2021-03-09;49;26;0.4;0.2;11849;9580
29;2021-03-10;30;22;0.2;0.2;11879;9602
29;2021-03-11;40;60;0.3;0.5;11919;9662
29;2021-03-12;35;13;0.3;0.1;11954;9675
29;2021-03-13;19;0;0.2;0.0;11973;9675
29;2021-03-14;1;0;0.0;0.0;11974;9675
2A;2021-01-06;1;0;0.1;0.0;1;0
2A;2021-01-07;56;0;5.8;0.0;57;0
2A;2021-01-08;31;0;3.2;0.0;88;0
2A;2021-01-11;22;0;2.3;0.0;110;0
2A;2021-01-13;6;0;0.6;0.0;116;0
2A;2021-01-14;17;0;1.8;0.0;133;0
2A;2021-01-15;33;0;3.4;0.0;166;0
2A;2021-01-16;29;2;3.0;0.2;195;2
2A;2021-01-17;2;0;0.2;0.0;197;2
2A;2021-01-18;34;0;3.5;0.0;231;2
2A;2021-01-19;106;0;11.0;0.0;337;2
2A;2021-01-20;49;0;5.1;0.0;386;2
2A;2021-01-21;112;0;11.6;0.0;498;2
2A;2021-01-22;114;0;11.8;0.0;612;2
2A;2021-01-23;2;0;0.2;0.0;614;2
2A;2021-01-24;2;0;0.2;0.0;616;2
2A;2021-01-25;8;0;0.8;0.0;624;2
2A;2021-01-26;60;0;6.2;0.0;684;2
2A;2021-01-27;66;0;6.8;0.0;750;2
2A;2021-01-28;85;30;8.8;3.1;835;32
2A;2021-01-29;59;15;6.1;1.6;894;47
2A;2021-01-30;3;6;0.3;0.6;897;53
2A;2021-01-31;4;5;0.4;0.5;901;58
2A;2021-02-01;5;24;0.5;2.5;906;82
2A;2021-02-02;16;1;1.7;0.1;922;83
2A;2021-02-03;3;4;0.3;0.4;925;87
2A;2021-02-04;3;11;0.3;1.1;928;98
2A;2021-02-05;13;52;1.3;5.4;941;150
2A;2021-02-06;1;7;0.1;0.7;942;157
2A;2021-02-08;3;45;0.3;4.7;945;202
2A;2021-02-09;1;59;0.1;6.1;946;261
2A;2021-02-10;11;25;1.1;2.6;957;286
2A;2021-02-11;19;145;2.0;15.0;976;431
2A;2021-02-12;9;52;0.9;5.4;985;483
2A;2021-02-13;5;0;0.5;0.0;990;483
2A;2021-02-14;0;1;0.0;0.1;990;484
2A;2021-02-15;2;5;0.2;0.5;992;489
2A;2021-02-16;8;50;0.8;5.2;1000;539
2A;2021-02-17;5;17;0.5;1.8;1005;556
2A;2021-02-18;2;6;0.2;0.6;1007;562
2A;2021-02-19;5;7;0.5;0.7;1012;569
2A;2021-02-20;9;0;0.9;0.0;1021;569
2A;2021-02-22;2;16;0.2;1.7;1023;585
2A;2021-02-23;27;12;2.8;1.2;1050;597
2A;2021-02-24;2;4;0.2;0.4;1052;601
2A;2021-02-25;0;2;0.0;0.2;1052;603
2A;2021-02-26;5;5;0.5;0.5;1057;608
2A;2021-02-27;5;0;0.5;0.0;1062;608
2A;2021-03-01;0;4;0.0;0.4;1062;612
2A;2021-03-02;2;0;0.2;0.0;1064;612
2A;2021-03-03;0;6;0.0;0.6;1064;618
2A;2021-03-04;1;10;0.1;1.0;1065;628
2A;2021-03-05;5;5;0.5;0.5;1070;633
2A;2021-03-06;77;2;8.0;0.2;1147;635
2A;2021-03-07;1;0;0.1;0.0;1148;635
2A;2021-03-09;1;2;0.1;0.2;1149;637
2A;2021-03-10;13;14;1.3;1.5;1162;651
2A;2021-03-11;3;5;0.3;0.5;1165;656
2A;2021-03-12;0;4;0.0;0.4;1165;660
2A;2021-03-13;0;1;0.0;0.1;1165;661
2B;2021-01-04;1;0;0.1;0.0;1;0
2B;2021-01-06;26;0;2.4;0.0;27;0
2B;2021-01-07;135;0;12.3;0.0;162;0
2B;2021-01-08;109;0;9.9;0.0;271;0
2B;2021-01-09;6;0;0.5;0.0;277;0
2B;2021-01-12;6;0;0.5;0.0;283;0
2B;2021-01-14;12;0;1.1;0.0;295;0
2B;2021-01-15;85;0;7.7;0.0;380;0
2B;2021-01-16;1;0;0.1;0.0;381;0
2B;2021-01-18;36;0;3.3;0.0;417;0
2B;2021-01-19;193;0;17.6;0.0;610;0
2B;2021-01-20;106;0;9.6;0.0;716;0
2B;2021-01-21;17;0;1.5;0.0;733;0
2B;2021-01-22;7;0;0.6;0.0;740;0
2B;2021-01-23;13;0;1.2;0.0;753;0
2B;2021-01-24;1;0;0.1;0.0;754;0
2B;2021-01-25;9;0;0.8;0.0;763;0
2B;2021-01-26;32;0;2.9;0.0;795;0
2B;2021-01-27;16;29;1.5;2.6;811;29
2B;2021-01-28;29;97;2.6;8.8;840;126
2B;2021-01-29;28;71;2.5;6.5;868;197
2B;2021-01-30;4;6;0.4;0.5;872;203
2B;2021-01-31;2;0;0.2;0.0;874;203
2B;2021-02-01;2;0;0.2;0.0;876;203
